,HPO_ID,hpo,node_id,node_name,HPO_LABEL,disease_id,ORPHA,DOID
2946,HP:0002633,Vasculitis,DOID:865,vasculitis,Vasculitis,ORPHA:90340,90340,0050678
2947,HP:0003040,Arthropathy,C0022408,Arthropathy,Arthropathy,ORPHA:90340,90340,0050678
2948,HP:0003040,Arthropathy,DOID:381,arthropathy,Arthropathy,ORPHA:90340,90340,0050678
2949,HP:0001744,Splenomegaly,C0038002,Splenomegaly,Splenomegaly,ORPHA:90340,90340,0050678
2950,HP:0200034,Papule,C0332563,Papule,Papule,ORPHA:90340,90340,0050678
2951,HP:0001903,Anemia,DOID:2355,anemia,Anemia,ORPHA:90340,90340,0050678
2952,HP:0012122,Anterior uveitis,C0042165,Anterior uveitis,Anterior uveitis,ORPHA:90340,90340,0050678
2953,HP:0012122,Anterior uveitis,DOID:1407,anterior uveitis,Anterior uveitis,ORPHA:90340,90340,0050678
2954,HP:0004942,Aortic aneurysm,C0003486,Aortic aneurysm,Aortic aneurysm,ORPHA:90340,90340,0050678
2955,HP:0004942,Aortic aneurysm,DOID:3627,aortic aneurysm,Aortic aneurysm,ORPHA:90340,90340,0050678
2956,HP:0000958,Dry skin,C0151908,Dry skin,Dry skin,ORPHA:90340,90340,0050678
2957,HP:0002094,Dyspnea,D004417,Dyspnea,Dyspnea,ORPHA:90340,90340,0050678
2958,HP:0045073,Serositis,C0036749,Serositis,Serositis,ORPHA:90340,90340,0050678
2959,HP:0000969,Edema,D004487,Edema,Edema,ORPHA:90340,90340,0050678
2960,HP:0008064,Ichthyosis,C0020757,Ichthyosis,Ichthyosis,ORPHA:90340,90340,0050678
2961,HP:0008064,Ichthyosis,DOID:1697,ichthyosis,Ichthyosis,ORPHA:90340,90340,0050678
2962,HP:0006824,Cranial nerve paralysis,C0151311,Cranial nerve paralysis,Cranial nerve paralysis,ORPHA:90340,90340,0050678
2963,HP:0000554,Uveitis,C0042164,Uveitis,Uveitis,ORPHA:90340,90340,0050678
2964,HP:0000554,Uveitis,DOID:13141,uveitis,Uveitis,ORPHA:90340,90340,0050678
2965,HP:0005584,Renal cell carcinoma,C0007134,Renal cell carcinoma,Renal cell carcinoma,ORPHA:90340,90340,0050678
2966,HP:0005584,Renal cell carcinoma,DOID:4450,renal cell carcinoma,Renal cell carcinoma,ORPHA:90340,90340,0050678
2967,HP:0001386,Joint swelling,C0152031,Joint swelling,Joint swelling,ORPHA:56,56,9270
2968,HP:0002829,Arthralgia,C0003862,Arthralgia,Arthralgia,ORPHA:56,56,9270
2969,HP:0002829,Arthralgia,D018771,Arthralgia,Arthralgia,ORPHA:56,56,9270
2970,HP:0033678,Acute coronary syndrome,C0948089,Acute coronary syndrome,Acute coronary syndrome,ORPHA:56,56,9270
2971,HP:0000822,Hypertension,C0020538,Hypertension,Hypertension,ORPHA:56,56,9270
2972,HP:0000822,Hypertension,DOID:10763,hypertension,Hypertension,ORPHA:56,56,9270
2973,HP:0012531,Pain,C0030193,Pain,Pain,ORPHA:56,56,9270
2974,HP:0012531,Pain,D010146,Pain,Pain,ORPHA:56,56,9270
2975,HP:0003355,Aminoaciduria,C0238621,Aminoaciduria,Aminoaciduria,ORPHA:56,56,9270
2976,HP:0000024,Prostatitis,C0033581,Prostatitis,Prostatitis,ORPHA:56,56,9270
2977,HP:0000024,Prostatitis,DOID:14654,prostatitis,Prostatitis,ORPHA:56,56,9270
2978,HP:0004934,Vascular calcification,C0342649,Vascular calcification,Vascular calcification,ORPHA:56,56,9270
2979,HP:0001369,Arthritis,C0003864,Arthritis,Arthritis,ORPHA:56,56,9270
2980,HP:0001369,Arthritis,DOID:848,arthritis,Arthritis,ORPHA:56,56,9270
2981,HP:0002621,Atherosclerosis,C0004153,Atherosclerosis,Atherosclerosis,ORPHA:56,56,9270
2982,HP:0002621,Atherosclerosis,DOID:1936,atherosclerosis,Atherosclerosis,ORPHA:56,56,9270
2983,HP:0001387,Joint stiffness,C0162298,Joint stiffness,Joint stiffness,ORPHA:56,56,9270
2984,HP:0002634,Arteriosclerosis,C0003850,Arteriosclerosis,Arteriosclerosis,ORPHA:56,56,9270
2985,HP:0002634,Arteriosclerosis,DOID:2349,arteriosclerosis,Arteriosclerosis,ORPHA:56,56,9270
2986,HP:0001658,Myocardial infarction,C0027051,Myocardial infarction,Myocardial infarction,ORPHA:56,56,9270
2987,HP:0001658,Myocardial infarction,DOID:5844,myocardial infarction,Myocardial infarction,ORPHA:56,56,9270
2988,HP:0002758,Osteoarthritis,C0029408,Osteoarthritis,Osteoarthritis,ORPHA:56,56,9270
2989,HP:0002758,Osteoarthritis,DOID:8398,osteoarthritis,Osteoarthritis,ORPHA:56,56,9270
2990,HP:0001373,Joint dislocation,C0012691,Joint dislocation,Joint dislocation,ORPHA:56,56,9270
2991,HP:0000969,Edema,D004487,Edema,Edema,ORPHA:56,56,9270
2992,HP:0000787,Nephrolithiasis,C0392525,Nephrolithiasis,Nephrolithiasis,ORPHA:56,56,9270
2993,HP:0000787,Nephrolithiasis,DOID:585,nephrolithiasis,Nephrolithiasis,ORPHA:56,56,9270
2994,HP:0001386,Joint swelling,C0152031,Joint swelling,Joint swelling,ORPHA:668,668,3347
2998,HP:0001945,Fever,D005334,Fever,Fever,ORPHA:668,668,3347
3002,HP:0012531,Pain,C0030193,Pain,Pain,ORPHA:668,668,3347
3006,HP:0012531,Pain,D010146,Pain,Pain,ORPHA:668,668,3347
3010,HP:0002797,Osteolysis,C0221204,Osteolysis,Osteolysis,ORPHA:668,668,3347
3014,HP:0001824,Weight loss,D015431,Weight Loss,Weight loss,ORPHA:668,668,3347
3018,HP:0000969,Edema,D004487,Edema,Edema,ORPHA:668,668,3347
3022,HP:0001386,Joint swelling,C0152031,Joint swelling,Joint swelling,ORPHA:963,963,2449
3024,HP:0000819,Diabetes mellitus,C0011849,Diabetes mellitus,Diabetes mellitus,ORPHA:963,963,2449
3026,HP:0000819,Diabetes mellitus,DOID:9351,diabetes mellitus,Diabetes mellitus,ORPHA:963,963,2449
3028,HP:0000716,Depression,C0011570,Depression,Depression,ORPHA:963,963,2449
3030,HP:0002829,Arthralgia,C0003862,Arthralgia,Arthralgia,ORPHA:963,963,2449
3032,HP:0002829,Arthralgia,D018771,Arthralgia,Arthralgia,ORPHA:963,963,2449
3034,HP:0002076,Migraine,C0149931,Migraine,Migraine,ORPHA:963,963,2449
3036,HP:0002076,Migraine,DOID:6364,migraine,Migraine,ORPHA:963,963,2449
3038,HP:0040075,Hypopituitarism,C0020635,Hypopituitarism,Hypopituitarism,ORPHA:963,963,2449
3040,HP:0040075,Hypopituitarism,DOID:9406,hypopituitarism,Hypopituitarism,ORPHA:963,963,2449
3042,HP:0000822,Hypertension,C0020538,Hypertension,Hypertension,ORPHA:963,963,2449
3044,HP:0000822,Hypertension,DOID:10763,hypertension,Hypertension,ORPHA:963,963,2449
3046,HP:0012531,Pain,C0030193,Pain,Pain,ORPHA:963,963,2449
3048,HP:0012531,Pain,D010146,Pain,Pain,ORPHA:963,963,2449
3050,HP:0002315,Headache,C0018681,Headache,Headache,ORPHA:963,963,2449
3052,HP:0002315,Headache,D006261,Headache,Headache,ORPHA:963,963,2449
3054,HP:0000739,Anxiety,C0003467,Anxiety,Anxiety,ORPHA:963,963,2449
3056,HP:0010514,Hyperpituitarism,DOID:2444,hyperpituitarism,Hyperpituitarism,ORPHA:963,963,2449
3058,HP:0001369,Arthritis,C0003864,Arthritis,Arthritis,ORPHA:963,963,2449
3060,HP:0001369,Arthritis,DOID:848,arthritis,Arthritis,ORPHA:963,963,2449
3062,HP:0000956,Acanthosis nigricans,C0000889,Acanthosis nigricans,Acanthosis nigricans,ORPHA:963,963,2449
3064,HP:0000956,Acanthosis nigricans,DOID:3138,acanthosis nigricans,Acanthosis nigricans,ORPHA:963,963,2449
3066,HP:0000998,Hypertrichosis,C0020555,Hypertrichosis,Hypertrichosis,ORPHA:963,963,2449
3068,HP:0000998,Hypertrichosis,DOID:420,hypertrichosis,Hypertrichosis,ORPHA:963,963,2449
3070,HP:0100518,Dysuria,C0013428,Dysuria,Dysuria,ORPHA:963,963,2449
3072,HP:0100518,Dysuria,D053159,Dysuria,Dysuria,ORPHA:963,963,2449
3074,HP:0100639,Erectile dysfunction,C0242350,Erectile dysfunction,Erectile dysfunction,ORPHA:963,963,2449
3076,HP:0100021,Cerebral palsy,DOID:1969,cerebral palsy,Cerebral palsy,ORPHA:963,963,2449
3078,HP:0002104,Apnea,D001049,Apnea,Apnea,ORPHA:963,963,2449
3080,HP:0012378,Fatigue,C0015672,Fatigue,Fatigue,ORPHA:963,963,2449
3082,HP:0012378,Fatigue,D005221,Fatigue,Fatigue,ORPHA:963,963,2449
3084,HP:0002664,Neoplasm,C0027651,Neoplasm,Neoplasm,ORPHA:963,963,2449
3086,HP:0000135,Hypogonadism,C0020619,Hypogonadism,Hypogonadism,ORPHA:963,963,2449
3088,HP:0000135,Hypogonadism,DOID:1924,hypogonadism,Hypogonadism,ORPHA:963,963,2449
3090,HP:0000802,Impotence,DOID:1875,impotence,Impotence,ORPHA:963,963,2449
3092,HP:0001061,Acne,C0702166,Acne,Acne,ORPHA:963,963,2449
3094,HP:0001061,Acne,DOID:6543,acne,Acne,ORPHA:963,963,2449
3096,HP:0002758,Osteoarthritis,C0029408,Osteoarthritis,Osteoarthritis,ORPHA:963,963,2449
3098,HP:0002758,Osteoarthritis,DOID:8398,osteoarthritis,Osteoarthritis,ORPHA:963,963,2449
3100,HP:0001639,Hypertrophic cardiomyopathy,C0007194,Hypertrophic cardiomyopathy,Hypertrophic cardiomyopathy,ORPHA:963,963,2449
3102,HP:0001639,Hypertrophic cardiomyopathy,DOID:11984,hypertrophic cardiomyopathy,Hypertrophic cardiomyopathy,ORPHA:963,963,2449
3104,HP:0001639,Hypertrophic cardiomyopathy,DOID:0110307,hypertrophic cardiomyopathy 1,Hypertrophic cardiomyopathy,ORPHA:963,963,2449
3106,HP:0001639,Hypertrophic cardiomyopathy,DOID:0110308,hypertrophic cardiomyopathy 2,Hypertrophic cardiomyopathy,ORPHA:963,963,2449
3108,HP:0001639,Hypertrophic cardiomyopathy,DOID:0110310,hypertrophic cardiomyopathy 4,Hypertrophic cardiomyopathy,ORPHA:963,963,2449
3110,HP:0001639,Hypertrophic cardiomyopathy,DOID:0110312,hypertrophic cardiomyopathy 6,Hypertrophic cardiomyopathy,ORPHA:963,963,2449
3112,HP:0001639,Hypertrophic cardiomyopathy,DOID:0110313,hypertrophic cardiomyopathy 7,Hypertrophic cardiomyopathy,ORPHA:963,963,2449
3114,HP:0001639,Hypertrophic cardiomyopathy,DOID:0110314,hypertrophic cardiomyopathy 8,Hypertrophic cardiomyopathy,ORPHA:963,963,2449
3116,HP:0001639,Hypertrophic cardiomyopathy,DOID:0110315,hypertrophic cardiomyopathy 9,Hypertrophic cardiomyopathy,ORPHA:963,963,2449
3118,HP:0001639,Hypertrophic cardiomyopathy,DOID:0110309,hypertrophic cardiomyopathy 3,Hypertrophic cardiomyopathy,ORPHA:963,963,2449
3120,HP:0001638,Cardiomyopathy,C0878544,Cardiomyopathy,Cardiomyopathy,ORPHA:963,963,2449
3122,HP:0001638,Cardiomyopathy,DOID:0050700,cardiomyopathy,Cardiomyopathy,ORPHA:963,963,2449
3124,HP:0001007,Hirsutism,C0019572,Hirsutism,Hirsutism,ORPHA:963,963,2449
3126,HP:0001007,Hirsutism,D006628,Hirsutism,Hirsutism,ORPHA:963,963,2449
3128,HP:0002808,Kyphosis,C0022821,Kyphosis,Kyphosis,ORPHA:963,963,2449
3130,HP:0002893,Pituitary adenoma,C0032000,Pituitary adenoma,Pituitary adenoma,ORPHA:963,963,2449
3132,HP:0002893,Pituitary adenoma,DOID:3829,pituitary adenoma,Pituitary adenoma,ORPHA:963,963,2449
3134,HP:0001952,Glucose intolerance,DOID:10603,glucose intolerance,Glucose intolerance,ORPHA:963,963,2449
3136,HP:0000044,Hypogonadotropic hypogonadism,DOID:0090070,hypogonadotropic hypogonadism,Hypogonadotropic hypogonadism,ORPHA:963,963,2449
3138,HP:0002360,Sleep disturbance,C0037317,Sleep disturbance,Sleep disturbance,ORPHA:963,963,2449
3140,HP:0000975,Hyperhidrosis,C0020458,Hyperhidrosis,Hyperhidrosis,ORPHA:963,963,2449
3142,HP:0040307,Male sexual dysfunction,C1112443,Male sexual dysfunction,Male sexual dysfunction,ORPHA:963,963,2449
3144,HP:0040307,Male sexual dysfunction,C1112442,Female sexual dysfunction,Male sexual dysfunction,ORPHA:963,963,2449
3146,HP:0100829,Galactorrhea,C0235660,Galactorrhoea,Galactorrhea,ORPHA:963,963,2449
3148,HP:0003401,Paresthesia,D010292,Paresthesia,Paresthesia,ORPHA:963,963,2449
3150,HP:0003401,Paresthesia,C0030554,Paraesthesia,Paresthesia,ORPHA:963,963,2449
3152,HP:0100539,Periorbital edema,C0151205,Periorbital oedema,Periorbital edema,ORPHA:963,963,2449
3154,HP:0000969,Edema,D004487,Edema,Edema,ORPHA:963,963,2449
3156,HP:0010535,Sleep apnea,DOID:0050847,sleep apnea,Sleep apnea,ORPHA:963,963,2449
3158,HP:0001386,Joint swelling,C0152031,Joint swelling,Joint swelling,ORPHA:797,797,11335
3160,HP:0001649,Tachycardia,C0039231,Tachycardia,Tachycardia,ORPHA:797,797,11335
3162,HP:0000873,Diabetes insipidus,C0011848,Diabetes insipidus,Diabetes insipidus,ORPHA:797,797,11335
3164,HP:0000873,Diabetes insipidus,DOID:9409,diabetes insipidus,Diabetes insipidus,ORPHA:797,797,11335
3166,HP:0000509,Conjunctivitis,C0009763,Conjunctivitis,Conjunctivitis,ORPHA:797,797,11335
3168,HP:0000509,Conjunctivitis,DOID:6195,conjunctivitis,Conjunctivitis,ORPHA:797,797,11335
3170,HP:0000501,Glaucoma,C0017601,Glaucoma,Glaucoma,ORPHA:797,797,11335
3172,HP:0000501,Glaucoma,DOID:1686,glaucoma,Glaucoma,ORPHA:797,797,11335
3174,HP:0002240,Hepatomegaly,C0019209,Hepatomegaly,Hepatomegaly,ORPHA:797,797,11335
3176,HP:0100749,Chest pain,C0008031,Chest pain,Chest pain,ORPHA:797,797,11335
3178,HP:0100749,Chest pain,D002637,Chest Pain,Chest pain,ORPHA:797,797,11335
3180,HP:0000505,Visual impairment,C3665347,Visual impairment,Visual impairment,ORPHA:797,797,11335
3182,HP:0000836,Hyperthyroidism,C0020550,Hyperthyroidism,Hyperthyroidism,ORPHA:797,797,11335
3184,HP:0000836,Hyperthyroidism,DOID:7998,hyperthyroidism,Hyperthyroidism,ORPHA:797,797,11335
3186,HP:0001945,Fever,D005334,Fever,Fever,ORPHA:797,797,11335
3188,HP:0002097,Emphysema,C0034067,Emphysema,Emphysema,ORPHA:797,797,11335
3190,HP:0012531,Pain,C0030193,Pain,Pain,ORPHA:797,797,11335
3192,HP:0012531,Pain,D010146,Pain,Pain,ORPHA:797,797,11335
3194,HP:0000618,Blindness,C0456909,Blindness,Blindness,ORPHA:797,797,11335
3196,HP:0000618,Blindness,D001766,Blindness,Blindness,ORPHA:797,797,11335
3198,HP:0000618,Blindness,DOID:1432,blindness,Blindness,ORPHA:797,797,11335
3200,HP:0001324,Muscle weakness,D018908,Muscle Weakness,Muscle weakness,ORPHA:797,797,11335
3202,HP:0000491,Keratitis,C0022568,Keratitis,Keratitis,ORPHA:797,797,11335
3204,HP:0000491,Keratitis,DOID:4677,keratitis,Keratitis,ORPHA:797,797,11335
3206,HP:0001873,Thrombocytopenia,C0040034,Thrombocytopenia,Thrombocytopenia,ORPHA:797,797,11335
3208,HP:0001873,Thrombocytopenia,DOID:1588,thrombocytopenia,Thrombocytopenia,ORPHA:797,797,11335
3210,HP:0002781,Upper airway obstruction,C0740852,Upper airway obstruction,Upper airway obstruction,ORPHA:797,797,11335
3212,HP:0000518,Cataract,C0086543,Cataract,Cataract,ORPHA:797,797,11335
3214,HP:0000518,Cataract,DOID:83,cataract,Cataract,ORPHA:797,797,11335
3216,HP:0010310,Chylothorax,C0008733,Chylothorax,Chylothorax,ORPHA:797,797,11335
3218,HP:0001970,Tubulointerstitial nephritis,C0041349,Tubulointerstitial nephritis,Tubulointerstitial nephritis,ORPHA:797,797,11335
3220,HP:0001409,Portal hypertension,C0020541,Portal hypertension,Portal hypertension,ORPHA:797,797,11335
3222,HP:0001409,Portal hypertension,DOID:10762,portal hypertension,Portal hypertension,ORPHA:797,797,11335
3224,HP:0004756,Ventricular tachycardia,C0042514,Ventricular tachycardia,Ventricular tachycardia,ORPHA:797,797,11335
3226,HP:0001399,Hepatic failure,C0085605,Hepatic failure,Hepatic failure,ORPHA:797,797,11335
3228,HP:0012378,Fatigue,C0015672,Fatigue,Fatigue,ORPHA:797,797,11335
3230,HP:0012378,Fatigue,D005221,Fatigue,Fatigue,ORPHA:797,797,11335
3232,HP:0012219,Erythema nodosum,C0014743,Erythema nodosum,Erythema nodosum,ORPHA:797,797,11335
3234,HP:0012219,Erythema nodosum,DOID:0080750,erythema nodosum,Erythema nodosum,ORPHA:797,797,11335
3236,HP:0002716,Lymphadenopathy,C0497156,Lymphadenopathy,Lymphadenopathy,ORPHA:797,797,11335
3238,HP:0001482,Subcutaneous nodule,C0151811,Subcutaneous nodule,Subcutaneous nodule,ORPHA:797,797,11335
3240,HP:0002110,Bronchiectasis,C0006267,Bronchiectasis,Bronchiectasis,ORPHA:797,797,11335
3242,HP:0002110,Bronchiectasis,DOID:9563,bronchiectasis,Bronchiectasis,ORPHA:797,797,11335
3244,HP:0002107,Pneumothorax,C0032326,Pneumothorax,Pneumothorax,ORPHA:797,797,11335
3246,HP:0002107,Pneumothorax,DOID:1673,pneumothorax,Pneumothorax,ORPHA:797,797,11335
3248,HP:0002202,Pleural effusion,C0032227,Pleural effusion,Pleural effusion,ORPHA:797,797,11335
3250,HP:0200036,Skin nodule,C0037287,Skin nodule,Skin nodule,ORPHA:797,797,11335
3252,HP:0003072,Hypercalcemia,DOID:12678,hypercalcemia,Hypercalcemia,ORPHA:797,797,11335
3254,HP:0003072,Hypercalcemia,C0020437,Hypercalcaemia,Hypercalcemia,ORPHA:797,797,11335
3256,HP:0000821,Hypothyroidism,C0020676,Hypothyroidism,Hypothyroidism,ORPHA:797,797,11335
3258,HP:0000821,Hypothyroidism,DOID:1459,hypothyroidism,Hypothyroidism,ORPHA:797,797,11335
3260,HP:0002150,Hypercalciuria,C0020438,Hypercalciuria,Hypercalciuria,ORPHA:797,797,11335
3262,HP:0002150,Hypercalciuria,D053565,Hypercalciuria,Hypercalciuria,ORPHA:797,797,11335
3264,HP:0001878,Hemolytic anemia,DOID:583,hemolytic anemia,Hemolytic anemia,ORPHA:797,797,11335
3266,HP:0001824,Weight loss,D015431,Weight Loss,Weight loss,ORPHA:797,797,11335
3268,HP:0001903,Anemia,DOID:2355,anemia,Anemia,ORPHA:797,797,11335
3270,HP:0001974,Leukocytosis,C0023518,Leukocytosis,Leukocytosis,ORPHA:797,797,11335
3272,HP:0001096,Keratoconjunctivitis,C0022573,Keratoconjunctivitis,Keratoconjunctivitis,ORPHA:797,797,11335
3274,HP:0001096,Keratoconjunctivitis,DOID:9368,keratoconjunctivitis,Keratoconjunctivitis,ORPHA:797,797,11335
3276,HP:0011675,Arrhythmia,C0003811,Arrhythmia,Arrhythmia,ORPHA:797,797,11335
3278,HP:0001097,Keratoconjunctivitis sicca,C0022575,Keratoconjunctivitis sicca,Keratoconjunctivitis sicca,ORPHA:797,797,11335
3280,HP:0001097,Keratoconjunctivitis sicca,DOID:12895,keratoconjunctivitis sicca,Keratoconjunctivitis sicca,ORPHA:797,797,11335
3282,HP:0001596,Alopecia,C0002170,Alopecia,Alopecia,ORPHA:797,797,11335
3284,HP:0001596,Alopecia,DOID:987,alopecia,Alopecia,ORPHA:797,797,11335
3286,HP:0100827,Lymphocytosis,C0024282,Lymphocytosis,Lymphocytosis,ORPHA:797,797,11335
3288,HP:0002105,Hemoptysis,D006469,Hemoptysis,Hemoptysis,ORPHA:797,797,11335
3290,HP:0002094,Dyspnea,D004417,Dyspnea,Dyspnea,ORPHA:797,797,11335
3292,HP:4000054,Exanthem,DOID:0050486,exanthem,Exanthem,ORPHA:797,797,11335
3294,HP:0000121,Nephrocalcinosis,C0027709,Nephrocalcinosis,Nephrocalcinosis,ORPHA:797,797,11335
3296,HP:0000121,Nephrocalcinosis,DOID:12679,nephrocalcinosis,Nephrocalcinosis,ORPHA:797,797,11335
3298,HP:0000969,Edema,D004487,Edema,Edema,ORPHA:797,797,11335
3300,HP:0006824,Cranial nerve paralysis,C0151311,Cranial nerve paralysis,Cranial nerve paralysis,ORPHA:797,797,11335
3302,HP:0002206,Pulmonary fibrosis,C0034069,Pulmonary fibrosis,Pulmonary fibrosis,ORPHA:797,797,11335
3304,HP:0002206,Pulmonary fibrosis,DOID:3770,pulmonary fibrosis,Pulmonary fibrosis,ORPHA:797,797,11335
3306,HP:0001882,Leukopenia,C0023530,Leukopenia,Leukopenia,ORPHA:797,797,11335
3308,HP:0001882,Leukopenia,DOID:615,leukopenia,Leukopenia,ORPHA:797,797,11335
3310,HP:0002045,Hypothermia,C0413252,Hypothermia,Hypothermia,ORPHA:797,797,11335
3312,HP:0002045,Hypothermia,D007035,Hypothermia,Hypothermia,ORPHA:797,797,11335
3314,HP:0012735,Cough,C0010200,Cough,Cough,ORPHA:797,797,11335
3316,HP:0012735,Cough,D003371,Cough,Cough,ORPHA:797,797,11335
3318,HP:0001880,Eosinophilia,C0014457,Eosinophilia,Eosinophilia,ORPHA:797,797,11335
3320,HP:0000554,Uveitis,C0042164,Uveitis,Uveitis,ORPHA:797,797,11335
3322,HP:0000554,Uveitis,DOID:13141,uveitis,Uveitis,ORPHA:797,797,11335
3324,HP:0000620,Dacryocystitis,C0010930,Dacryocystitis,Dacryocystitis,ORPHA:797,797,11335
3326,HP:0000620,Dacryocystitis,DOID:9938,dacryocystitis,Dacryocystitis,ORPHA:797,797,11335
3328,HP:0000787,Nephrolithiasis,C0392525,Nephrolithiasis,Nephrolithiasis,ORPHA:797,797,11335
3330,HP:0000787,Nephrolithiasis,DOID:585,nephrolithiasis,Nephrolithiasis,ORPHA:797,797,11335
3332,HP:0001386,Joint swelling,C0152031,Joint swelling,Joint swelling,ORPHA:905,905,893
3333,HP:0001260,Dysarthria,C0013362,Dysarthria,Dysarthria,ORPHA:905,905,893
3334,HP:0001260,Dysarthria,D004401,Dysarthria,Dysarthria,ORPHA:905,905,893
3335,HP:0007957,Corneal opacity,C0010038,Corneal opacity,Corneal opacity,ORPHA:905,905,893
3336,HP:0000716,Depression,C0011570,Depression,Depression,ORPHA:905,905,893
3337,HP:0002240,Hepatomegaly,C0019209,Hepatomegaly,Hepatomegaly,ORPHA:905,905,893
3338,HP:0002829,Arthralgia,C0003862,Arthralgia,Arthralgia,ORPHA:905,905,893
3339,HP:0002829,Arthralgia,D018771,Arthralgia,Arthralgia,ORPHA:905,905,893
3340,HP:0001288,Gait disturbance,C0575081,Gait disturbance,Gait disturbance,ORPHA:905,905,893
3341,HP:0012531,Pain,C0030193,Pain,Pain,ORPHA:905,905,893
3342,HP:0012531,Pain,D010146,Pain,Pain,ORPHA:905,905,893
3343,HP:0001324,Muscle weakness,D018908,Muscle Weakness,Muscle weakness,ORPHA:905,905,893
3344,HP:0001873,Thrombocytopenia,C0040034,Thrombocytopenia,Thrombocytopenia,ORPHA:905,905,893
3345,HP:0001873,Thrombocytopenia,DOID:1588,thrombocytopenia,Thrombocytopenia,ORPHA:905,905,893
3346,HP:0001369,Arthritis,C0003864,Arthritis,Arthritis,ORPHA:905,905,893
3347,HP:0001369,Arthritis,DOID:848,arthritis,Arthritis,ORPHA:905,905,893
3348,HP:0001508,Failure to thrive,C0015544,Failure to thrive,Failure to thrive,ORPHA:905,905,893
3349,HP:0001508,Failure to thrive,D005183,Failure to Thrive,Failure to thrive,ORPHA:905,905,893
3350,HP:0001399,Hepatic failure,C0085605,Hepatic failure,Hepatic failure,ORPHA:905,905,893
3351,HP:0001396,Cholestasis,C0008370,Cholestasis,Cholestasis,ORPHA:905,905,893
3352,HP:0001396,Cholestasis,DOID:13580,cholestasis,Cholestasis,ORPHA:905,905,893
3353,HP:0000952,Jaundice,C0022346,Jaundice,Jaundice,ORPHA:905,905,893
3354,HP:0000952,Jaundice,D007565,Jaundice,Jaundice,ORPHA:905,905,893
3355,HP:0002312,Clumsiness,C0233844,Clumsiness,Clumsiness,ORPHA:905,905,893
3356,HP:0001744,Splenomegaly,C0038002,Splenomegaly,Splenomegaly,ORPHA:905,905,893
3357,HP:0003418,Back pain,C0004604,Back pain,Back pain,ORPHA:905,905,893
3358,HP:0003418,Back pain,D001416,Back Pain,Back pain,ORPHA:905,905,893
3359,HP:0006554,Acute hepatic failure,C0162557,Acute hepatic failure,Acute hepatic failure,ORPHA:905,905,893
3360,HP:0001824,Weight loss,D015431,Weight Loss,Weight loss,ORPHA:905,905,893
3361,HP:0001903,Anemia,DOID:2355,anemia,Anemia,ORPHA:905,905,893
3362,HP:0001249,Intellectual disability,DOID:1059,intellectual disability,Intellectual disability,ORPHA:905,905,893
3363,HP:0001249,Intellectual disability,D008607,Intellectual Disability,Intellectual disability,ORPHA:905,905,893
3364,HP:0000989,Pruritus,C0033774,Pruritus,Pruritus,ORPHA:905,905,893
3365,HP:0000989,Pruritus,D011537,Pruritus,Pruritus,ORPHA:905,905,893
3366,HP:0001397,Hepatic steatosis,C2711227,Hepatic steatosis,Hepatic steatosis,ORPHA:905,905,893
3367,HP:0002653,Bone pain,C0151825,Bone pain,Bone pain,ORPHA:905,905,893
3368,HP:0000969,Edema,D004487,Edema,Edema,ORPHA:905,905,893
3369,HP:0012115,Hepatitis,C0019158,Hepatitis,Hepatitis,ORPHA:905,905,893
3370,HP:0012115,Hepatitis,DOID:2237,hepatitis,Hepatitis,ORPHA:905,905,893
3371,HP:0001386,Joint swelling,C0152031,Joint swelling,Joint swelling,ORPHA:1159,1159,0090004
3372,HP:0002829,Arthralgia,C0003862,Arthralgia,Arthralgia,ORPHA:1159,1159,0090004
