,HPO_LABEL,OMIM,HPO,DOID_MAP,EDGES_TO_DOID
660,Inguinal hernia,208530,0000023,0060320,0060856
661,Ventricular septal defect,208530,0001629,1657,0060856
662,Tetralogy of Fallot,208530,0001636,6419,0060856
663,Dextrocardia,208530,0001651,9565,0060856
664,Right atrial isomerism,208530,0011536,0060856,0060856
665,Inguinal hernia,277590,0000023,0060320,14731
666,Cryptorchidism,277590,0000028,11383,14731
667,Strabismus,277590,0000486,540,14731
668,Cutis laxa,277590,0000973,3144,14731
669,Intellectual disability,277590,0001249,1059,14731
670,Umbilical hernia,277590,0001537,0060321,14731
671,Scoliosis,277590,0002650,0060249,14731
672,Inguinal hernia,272460,0000023,0060320,0090116
673,Cleft palate,272460,0000175,674,0090116
674,Cataract,272460,0000518,83,0090116
675,Brachydactyly,272460,0001156,0050581,0090116
676,Scoliosis,272460,0002650,0060249,0090116
677,Inguinal hernia,252500,0000023,0060320,0080070
678,Otitis media,252500,0000388,10754,0080070
679,Megalocornea,252500,0000485,0060305,0080070
680,Hemangioma,252500,0001028,255,0080070
681,Cavernous hemangioma,252500,0001048,483,0080070
682,Umbilical hernia,252500,0001537,0060321,0080070
683,Congestive heart failure,252500,0001635,6000,0080070
684,Cardiomyopathy,252500,0001638,0050700,0080070
685,Hypertrophic cardiomyopathy,252500,0001639,11984,0080070
686,Pneumonia,252500,0002090,552,0080070
687,Scoliosis,252500,0002650,0060249,0080070
688,Bronchitis,252500,0012387,6132,0080070
689,Inguinal hernia,614816,0000023,0060320,0070233
690,Cleft palate,614816,0000175,674,0070233
691,Cleft soft palate,614816,0000185,0110214,0070233
692,Ptosis,614816,0000508,0060260,0070233
693,Dystonia,614816,0001332,543,0070233
694,Mitral valve prolapse,614816,0001634,988,0070233
695,Pneumothorax,614816,0002107,1673,0070233
696,Esophagitis,614816,0100633,11963,0070233
697,Aortic dissection,614816,0002647,0080685,0070233
698,Scoliosis,614816,0002650,0060249,0070233
699,Spondylolisthesis,614816,0003302,6682,0070233
700,Focal dystonia,614816,0004373,0050836,0070233
701,Thrombophlebitis,614816,0004418,3875,0070233
702,Aortic aneurysm,614816,0004942,3627,0070233
703,Craniofacial dystonia,614816,0012179,0050845,0070233
704,Thoracic aortic aneurysm,614816,0012727,14004,0070233
705,Inguinal hernia,614052,0000023,0060320,0060331
706,Cryptorchidism,614052,0000028,11383,0060331
707,Hypospadias,614052,0000047,10892,0060331
708,Cataract,614052,0000518,83,0060331
709,Hypertension,614052,0000822,10763,0060331
710,Umbilical hernia,614052,0001537,0060321,0060331
711,Oligohydramnios,614052,0001562,12215,0060331
712,Cardiomyopathy,614052,0001638,0050700,0060331
713,Hypertrophic cardiomyopathy,614052,0001639,11984,0060331
714,Gastroparesis,614052,0002578,11914,0060331
715,Lactic acidosis,614052,0003128,3650,0060331
716,3-Methylglutaconic aciduria,614052,0003535,0060336,0060331
717,Inguinal hernia,151050,0000023,0060320,0111507
718,Cryptorchidism,151050,0000028,11383,0111507
719,Hypospadias,151050,0000047,10892,0111507
720,Microcephaly,151050,0000252,10907,0111507
721,Choanal atresia,151050,0000453,9574,0111507
722,Cutis laxa,151050,0000973,3144,0111507
723,Syndactyly,151050,0001159,11193,0111507
724,Intellectual disability,151050,0001249,1059,0111507
725,Proximal symphalangism,151050,0100264,0050788,0111507
726,Humeroradial synostosis,151050,0003041,0060467,0111507
727,Inguinal hernia,613795,0000023,0060320,0070237
728,Cleft palate,613795,0000175,674,0070237
729,Cleft soft palate,613795,0000185,0110214,0070237
730,Strabismus,613795,0000486,540,0070237
731,Cataract,613795,0000518,83,0070237
732,Exotropia,613795,0000577,1143,0070237
733,Craniosynostosis,613795,0001363,2340,0070237
734,Arthritis,613795,0001369,848,0070237
735,Umbilical hernia,613795,0001537,0060321,0070237
736,Mitral valve prolapse,613795,0001634,988,0070237
737,Patent ductus arteriosus,613795,0001643,13832,0070237
738,Migraine,613795,0002076,6364,0070237
739,Pneumothorax,613795,0002107,1673,0070237
740,Esophagitis,613795,0100633,11963,0070237
741,Varicose veins,613795,0002619,799,0070237
742,Aortic dissection,613795,0002647,0080685,0070237
743,Scoliosis,613795,0002650,0060249,0070237
744,Osteoarthritis,613795,0002758,8398,0070237
745,Spondylolisthesis,613795,0003302,6682,0070237
746,Aortic aneurysm,613795,0004942,3627,0070237
747,Atrial fibrillation,613795,0005110,0060224,0070237
748,Abdominal aortic aneurysm,613795,0005112,7693,0070237
749,Venous insufficiency,613795,0005293,10128,0070237
750,Osteochondrosis,613795,0040188,8125,0070237
751,Osteochondritis Dissecans,613795,0010886,84,0070237
752,Thoracic aortic aneurysm,613795,0012727,14004,0070237
753,Inguinal hernia,166250,0000023,0060320,0111532
754,Cryptorchidism,166250,0000028,11383,0111532
755,Hypospadias,166250,0000047,10892,0111532
756,Craniosynostosis,166250,0001363,2340,0111532
757,Inguinal hernia,225320,0000023,0060320,0080730
758,Mitral valve prolapse,225320,0001634,988,0080730
759,Inguinal hernia,300209,0000023,0060320,0080342
760,Cleft palate,300209,0000175,674,0080342
761,Hemangioma,300209,0001028,255,0080342
762,Intellectual disability,300209,0001249,1059,0080342
763,Obesity,300209,0001513,9970,0080342
764,Pneumonia,300209,0002090,552,0080342
765,Capillary hemangioma,300209,0005306,2725,0080342
766,Azoospermia,617707,0000027,14227,0070181
767,Infertility,617707,0000789,5223,0070181
768,Azoospermia,618110,0000027,14227,0111913
769,Oligospermia,618110,0000798,14228,0111913
770,Azoospermia,235200,0000027,14227,0111029
772,Hypogonadotropic hypogonadism,235200,0000044,0090070,0111029
774,Hypogonadism,235200,0000135,1924,0111029
776,Amenorrhea,235200,0000141,13938,0111029
778,Impotence,235200,0000802,1875,0111029
780,Diabetes mellitus,235200,0000819,9351,0111029
782,Osteoporosis,235200,0000939,11476,0111029
784,Hepatocellular carcinoma,235200,0001402,684,0111029
786,Alopecia,235200,0001596,987,0111029
788,Congestive heart failure,235200,0001635,6000,0111029
790,Cardiomyopathy,235200,0001638,0050700,0111029
792,Glucose intolerance,235200,0001952,10603,0111029
794,Arthropathy,235200,0003040,381,0111029
796,Azoospermia,614837,0000027,14227,0090074
797,Cryptorchidism,614837,0000028,11383,0090074
798,Hypogonadotropic hypogonadism,614837,0000044,0090070,0090074
799,Hypogonadism,614837,0000135,1924,0090074
800,Amenorrhea,614837,0000141,13938,0090074
801,Gynecomastia,614837,0000771,12698,0090074
802,Hypopituitarism,614837,0040075,9406,0090074
803,Azoospermia,400045,0000027,14227,0111761
804,Hypospadias,400045,0000047,10892,0111761
805,Gynecomastia,400045,0000771,12698,0111761
806,Hyperpituitarism,400045,0010514,2444,0111761
807,Azoospermia,308700,0000027,14227,0090094
808,Cryptorchidism,308700,0000028,11383,0090094
809,Hypogonadotropic hypogonadism,308700,0000044,0090070,0090094
810,Renal agenesis,308700,0000104,14766,0090094
811,Hypogonadism,308700,0000135,1924,0090094
812,Gynecomastia,308700,0000771,12698,0090094
813,Azoospermia,602782,0000027,14227,0111278
814,Hypogonadism,602782,0000135,1924,0111278
815,Gynecomastia,602782,0000771,12698,0111278
816,Diabetes mellitus,602782,0000819,9351,0111278
817,Alopecia,602782,0001596,987,0111278
818,Ventricular septal defect,602782,0001629,1657,0111278
819,Mitral valve prolapse,602782,0001634,988,0111278
820,Patent ductus arteriosus,602782,0001643,13832,0111278
821,Glucose intolerance,602782,0001952,10603,0111278
822,Histiocytosis,602782,0100727,3405,0111278
823,Varicose veins,602782,0002619,799,0111278
824,Venous insufficiency,602782,0005293,10128,0111278
825,Hypopituitarism,602782,0040075,9406,0111278
826,Azoospermia,615841,0000027,14227,0070182
827,Azoospermia,617706,0000027,14227,0070177
828,Infertility,617706,0000789,5223,0070177
829,Azoospermia,270960,0000027,14227,0070176
830,Azoospermia,613957,0000027,14227,0070169
831,Oligospermia,613957,0000798,14228,0070169
832,Azoospermia,229070,0000027,14227,0090088
833,Hypogonadism,229070,0000135,1924,0090088
834,Amenorrhea,229070,0000141,13938,0090088
835,Infertility,229070,0000789,5223,0090088
836,Azoospermia,618115,0000027,14227,0111925
837,Infertility,618115,0000789,5223,0111925
838,Azoospermia,616950,0000027,14227,0070172
839,Azoospermia,618091,0000027,14227,0111930
840,Azoospermia,618086,0000027,14227,0111916
841,Hyperpituitarism,618086,0010514,2444,0111916
842,Azoospermia,615413,0000027,14227,0070171
843,Infertility,615413,0000789,5223,0070171
844,Azoospermia,617960,0000027,14227,0111920
845,Oligospermia,617960,0000798,14228,0111920
846,Azoospermia,614897,0000027,14227,0090080
847,Cryptorchidism,614897,0000028,11383,0090080
848,Amenorrhea,614897,0000141,13938,0090080
849,Azoospermia,210900,0000027,14227,2717
850,Cryptorchidism,210900,0000028,11383,2717
851,Microcephaly,210900,0000252,10907,2717
852,Diabetes mellitus,210900,0000819,9351,2717
853,Hypertrichosis,210900,0000998,420,2717
854,Syndactyly,210900,0001159,11193,2717
855,Intellectual disability,210900,0001249,1059,2717
856,Leukemia,210900,0001909,1240,2717
857,Glucose intolerance,210900,0001952,10603,2717
858,Bronchiectasis,210900,0002110,9563,2717
859,Lymphoma,210900,0002665,0060058,2717
860,Squamous cell carcinoma,210900,0002860,1749,2717
861,Tooth agenesis,210900,0009804,0050591,2717
862,Polydactyly,210900,0010442,1148,2717
863,Azoospermia,615842,0000027,14227,0070179
864,Azoospermia,602390,0000027,14227,0111027
865,Hypogonadotropic hypogonadism,602390,0000044,0090070,0111027
866,Hypogonadism,602390,0000135,1924,0111027
867,Amenorrhea,602390,0000141,13938,0111027
868,Infertility,602390,0000789,5223,0111027
869,Arthritis,602390,0001369,848,0111027
870,Congestive heart failure,602390,0001635,6000,0111027
871,Cardiomyopathy,602390,0001638,0050700,0111027
872,Dilated cardiomyopathy,602390,0001644,12930,0111027
873,Azoospermia,619108,0000027,14227,0112176
874,Infertility,619108,0000789,5223,0112176
875,Oligospermia,619108,0000798,14228,0112176
876,Male infertility,619108,0003251,12336,0112176
877,Cryptorchidism,146110,0000028,11383,0090078
888,Hypogonadotropic hypogonadism,146110,0000044,0090070,0090078
899,Hypogonadism,146110,0000135,1924,0090078
910,Amenorrhea,146110,0000141,13938,0090078
921,Gynecomastia,146110,0000771,12698,0090078
932,Infertility,146110,0000789,5223,0090078
943,Cryptorchidism,163950,0000028,11383,0060578
946,Hypospadias,163950,0000047,10892,0060578
949,Hypogonadism,163950,0000135,1924,0060578
952,Cleft palate,163950,0000175,674,0060578
955,Ptosis,163950,0000508,0060260,0060578
958,Myopia,163950,0000545,11830,0060578
961,Infertility,163950,0000789,5223,0060578
964,Lymphedema,163950,0001004,4977,0060578
967,Brachydactyly,163950,0001156,0050581,0060578
970,Intellectual disability,163950,0001249,1059,0060578
973,Ventricular septal defect,163950,0001629,1657,0060578
976,Cardiomyopathy,163950,0001638,0050700,0060578
979,Hypertrophic cardiomyopathy,163950,0001639,11984,0060578
982,Patent ductus arteriosus,163950,0001643,13832,0060578
985,Thrombocytopenia,163950,0001873,1588,0060578
988,Leukemia,163950,0001909,1240,0060578
991,Sarcoma,163950,0100242,1115,0060578
994,Neurofibrosarcoma,163950,0100697,3512,0060578
997,Synovitis,163950,0100769,2703,0060578
1000,Scoliosis,163950,0002650,0060249,0060578
1003,Male infertility,163950,0003251,12336,0060578
1006,Juvenile myelomonocytic leukemia,163950,0012209,0050458,0060578
1009,Myeloid leukemia,163950,0012324,8692,0060578
1012,Cryptorchidism,615355,0000028,11383,0060586
1013,Ptosis,615355,0000508,0060260,0060586
1014,Cutis laxa,615355,0000973,3144,0060586
1015,Intellectual disability,615355,0001249,1059,0060586
1016,Polyhydramnios,615355,0001561,8488,0060586
1017,Ventricular septal defect,615355,0001629,1657,0060586
1018,Cardiomyopathy,615355,0001638,0050700,0060586
1019,Hypertrophic cardiomyopathy,615355,0001639,11984,0060586
1020,Patent ductus arteriosus,615355,0001643,13832,0060586
1021,Cryptorchidism,617564,0000028,11383,0080255
1022,Renal hypoplasia,617564,0000089,0080204,0080255
1023,Microcephaly,617564,0000252,10907,0080255
1024,Ptosis,617564,0000508,0060260,0080255
1025,Cryptorchidism,613803,0000028,11383,0080514
1026,Hypospadias,613803,0000047,10892,0080514
1027,Microcephaly,613803,0000252,10907,0080514
1028,Laryngomalacia,613803,0001601,0080833,0080514
1029,Pneumonia,613803,0002090,552,0080514
1030,Tracheomalacia,613803,0002779,0060313,0080514
1031,Cryptorchidism,618929,0000028,11383,0080948
1032,Strabismus,618929,0000486,540,0080948
1033,Peters anomaly,618929,0000659,0060673,0080948
1034,Hypertrichosis,618929,0000998,420,0080948
1035,Intellectual disability,618929,0001249,1059,0080948
1036,Dextrocardia,618929,0001651,9565,0080948
1037,Attention deficit hyperactivity disorder,618929,0007018,1094,0080948
1038,Cryptorchidism,150250,0000028,11383,14764
1039,Cleft palate,150250,0000175,674,14764
1040,Cleft lip,150250,0410030,9296,14764
1041,Intellectual disability,150250,0001249,1059,14764
1042,Ventricular septal defect,150250,0001629,1657,14764
1043,Spina bifida,150250,0002414,0080016,14764
1044,Scoliosis,150250,0002650,0060249,14764
1045,Tracheal stenosis,150250,0002777,3227,14764
1046,Tracheomalacia,150250,0002779,0060313,14764
1047,Spina bifida occulta,150250,0003298,0080073,14764
1048,Spondylolysis,150250,0003304,2300,14764
1049,Aortic aneurysm,150250,0004942,3627,14764
1050,Tooth agenesis,150250,0009804,0050591,14764
1051,Neural tube defect,150250,0045005,0080074,14764
1052,Cryptorchidism,164745,0000028,11383,0080845
1053,Hypospadias,164745,0000047,10892,0080845
1054,Cryptorchidism,227646,0000028,11383,0111083
1055,Renal agenesis,227646,0000104,14766,0111083
1056,Hypogonadism,227646,0000135,1924,0111083
1057,Hydrocephalus,227646,0000238,10908,0111083
1058,Microcephaly,227646,0000252,10907,0111083
1059,Strabismus,227646,0000486,540,0111083
1060,Microphthalmia,227646,0000568,10629,0111083
1061,Blepharophimosis,227646,0000581,10348,0111083
1062,Intellectual disability,227646,0001249,1059,0111083
1063,Patent ductus arteriosus,227646,0001643,13832,0111083
1064,Annular pancreas,227646,0001734,0060850,0111083
1065,Thrombocytopenia,227646,0001873,1588,0111083
1066,Neutropenia,227646,0001875,1227,0111083
1067,Pancytopenia,227646,0001876,12450,0111083
1068,Anemia,227646,0001903,2355,0111083
1069,Leukemia,227646,0001909,1240,0111083
1070,Esophageal atresia,227646,0002032,10485,0111083
1071,Attention deficit hyperactivity disorder,227646,0007018,1094,0111083
1072,Polydactyly,227646,0010442,1148,0111083
1073,Cryptorchidism,176270,0000028,11383,11983
1085,Hypogonadotropic hypogonadism,176270,0000044,0090070,11983
1097,Hypogonadism,176270,0000135,1924,11983
1109,Amenorrhea,176270,0000141,13938,11983
1121,Strabismus,176270,0000486,540,11983
1133,Myopia,176270,0000545,11830,11983
1145,Esotropia,176270,0000565,9840,11983
1157,Infertility,176270,0000789,5223,11983
1169,Diabetes mellitus,176270,0000819,9351,11983
1181,Osteoporosis,176270,0000939,11476,11983
1193,Syndactyly,176270,0001159,11193,11983
1205,Obesity,176270,0001513,9970,11983
1217,Glucose intolerance,176270,0001952,10603,11983
1229,Scoliosis,176270,0002650,0060249,11983
1241,Attention deficit hyperactivity disorder,176270,0007018,1094,11983
1253,Hypopituitarism,176270,0040075,9406,11983
1265,Sleep apnea,176270,0010535,0050847,11983
1277,Cryptorchidism,610733,0000028,11383,0060582
1278,Hydronephrosis,610733,0000126,11111,0060582
1279,Ptosis,610733,0000508,0060260,0060582
1280,Intellectual disability,610733,0001249,1059,0060582
1281,Polyhydramnios,610733,0001561,8488,0060582
1282,Ventricular septal defect,610733,0001629,1657,0060582
1283,Cardiomyopathy,610733,0001638,0050700,0060582
1284,Hypertrophic cardiomyopathy,610733,0001639,11984,0060582
1285,Thrombocytopenia,610733,0001873,1588,0060582
1286,Scoliosis,610733,0002650,0060249,0060582
1287,Cryptorchidism,618840,0000028,11383,0080950
1288,Hypospadias,618840,0000047,10892,0080950
1289,Microcephaly,618840,0000252,10907,0080950
1290,Intellectual disability,618840,0001249,1059,0080950
1291,Alopecia,618840,0001596,987,0080950
1292,Ichthyosis,618840,0008064,1697,0080950
1293,Cryptorchidism,258315,0000028,11383,0080844
1294,Blepharophimosis,258315,0000581,10348,0080844
1295,Hemangioma,258315,0001028,255,0080844
1296,Pterygium,258315,0001059,0002116,0080844
1297,Umbilical hernia,258315,0001537,0060321,0080844
1298,Ventricular septal defect,258315,0001629,1657,0080844
1299,Cryptorchidism,600373,0000028,11383,0111274
1300,Ptosis,600373,0000508,0060260,0111274
1301,Cataract,600373,0000518,83,0111274
1302,Intellectual disability,600373,0001249,1059,0111274
1303,Omphalocele,600373,0001539,0060327,0111274
1304,Polyhydramnios,600373,0001561,8488,0111274
1305,Ventricular septal defect,600373,0001629,1657,0111274
1306,Metaphyseal dysplasia,600373,0100255,0080019,0111274
1307,Scoliosis,600373,0002650,0060249,0111274
1308,Cryptorchidism,194190,0000028,11383,0050460
1314,Hypospadias,194190,0000047,10892,0050460
1320,Cleft palate,194190,0000175,674,0050460
1326,Hydrocephalus,194190,0000238,10908,0050460
1332,Microcephaly,194190,0000252,10907,0050460
1338,Cleft lip,194190,0410030,9296,0050460
1344,Strabismus,194190,0000486,540,0050460
1350,Ptosis,194190,0000508,0060260,0050460
1356,Coloboma,194190,0000589,12270,0050460
1362,Hemangioma,194190,0001028,255,0050460
1368,Intellectual disability,194190,0001249,1059,0050460
1374,Ventricular septal defect,194190,0001629,1657,0050460
1380,Scoliosis,194190,0002650,0060249,0050460
1386,Radioulnar synostosis,194190,0002974,9827,0050460
1392,Tooth agenesis,194190,0009804,0050591,0050460
1398,Polydactyly,194190,0010442,1148,0050460
1404,Cryptorchidism,614858,0000028,11383,0090087
1405,Amenorrhea,614858,0000141,13938,0090087
1406,Cryptorchidism,227650,0000028,11383,0111095
1407,Renal agenesis,227650,0000104,14766,0111095
1408,Hypogonadism,227650,0000135,1924,0111095
1409,Microcephaly,227650,0000252,10907,0111095
1410,Strabismus,227650,0000486,540,0111095
