,HPO_LABEL,OMIM,HPO,MESH,DOID
1055,Hydrocephalus,194190,0000238,D006849,0050460
1061,Microcephaly,194190,0000252,D008831,0050460
1067,Hypertelorism,194190,0000316,D006972,0050460
1073,Facial asymmetry,194190,0000324,D005146,0050460
1079,Cleft lip,194190,0410030,D002971,0050460
1085,Strabismus,194190,0000486,D013285,0050460
1091,Coloboma,194190,0000589,D003103,0050460
1097,Hemangioma,194190,0001028,D006391,0050460
1103,Intellectual disability,194190,0001249,D008607,0050460
1109,Agenesis of corpus callosum,194190,0001274,D061085,0050460
1115,Failure to thrive,194190,0001508,D005183,0050460
1121,Talipes,194190,0001883,D000070558,0050460
1127,Ectrodactyly,194190,0100257,C574275,0050460
1133,Gastroesophageal reflux,194190,0002020,D005764,0050460
1139,Scoliosis,194190,0002650,D012600,0050460
1145,Kyphosis,194190,0002808,D007738,0050460
1151,Hip dislocation,194190,0002827,D006617,0050460
1157,Radioulnar synostosis,194190,0002974,C562408,0050460
1163,Ectopia pupillae,194190,0009918,C536185,0050460
1169,Polydactyly,194190,0010442,D017689,0050460
1175,Cryptorchidism,614858,0000028,D003456,0090087
1176,Amenorrhea,614858,0000141,D000568,0090087
1177,Anosmia,614858,0000458,D000086582,0090087
1178,Cryptorchidism,227650,0000028,D003456,0111095
1179,Hypogonadism,227650,0000135,D007006,0111095
1180,Microcephaly,227650,0000252,D008831,0111095
1181,Strabismus,227650,0000486,D013285,0111095
1182,Infertility,227650,0000789,D007246,0111095
1183,Pallor,227650,0000980,D010167,0111095
1184,Intellectual disability,227650,0001249,D008607,0111095
1185,Thrombocytopenia,227650,0001873,D013921,0111095
1186,Neutropenia,227650,0001875,D009503,0111095
1187,Pancytopenia,227650,0001876,D010198,0111095
1188,Anemia,227650,0001903,D000740,0111095
1189,Leukemia,227650,0001909,D007938,0111095
1190,Chromosome breakage,227650,0040012,D019457,0111095
1191,Cryptorchidism,210600,0000028,D003456,0070007
1192,Hypospadias,210600,0000047,D007021,0070007
1193,Cleft palate,210600,0000175,D002972,0070007
1194,Microcephaly,210600,0000252,D008831,0070007
1195,Facial asymmetry,210600,0000324,D005146,0070007
1196,Strabismus,210600,0000486,D013285,0070007
1197,Blepharophimosis,210600,0000581,D016569,0070007
1198,Intellectual disability,210600,0001249,D008607,0070007
1199,Cerebellar hypoplasia,210600,0001321,C562568,0070007
1200,Lissencephaly,210600,0001339,D054082,0070007
1201,Pancytopenia,210600,0001876,D010198,0070007
1202,Talipes,210600,0001883,D000070558,0070007
1203,Scoliosis,210600,0002650,D012600,0070007
1204,Hip dislocation,210600,0002827,D006617,0070007
1205,Cryptorchidism,211750,0000028,D003456,0111581
1206,Microcephaly,211750,0000252,D008831,0111581
1207,Strabismus,211750,0000486,D013285,0111581
1208,Cutis laxa,211750,0000973,D003483,0111581
1209,Syndactyly,211750,0001159,D013576,0111581
1210,Failure to thrive,211750,0001508,D005183,0111581
1211,Hepatomegaly,211750,0002240,D006529,0111581
1212,Hernia,211750,0100790,D006547,0111581
1213,Scoliosis,211750,0002650,D012600,0111581
1214,Hip dislocation,211750,0002827,D006617,0111581
1215,Polydactyly,211750,0010442,D017689,0111581
1216,Cryptorchidism,611209,0000028,D003456,0070259
1217,Hypospadias,611209,0000047,D007021,0070259
1218,Renal insufficiency,611209,0000083,D051437,0070259
1219,Hydronephrosis,611209,0000126,D006869,0070259
1220,Cleft palate,611209,0000175,D002972,0070259
1221,Microcephaly,611209,0000252,D008831,0070259
1222,Hypertelorism,611209,0000316,D006972,0070259
1223,Failure to thrive,611209,0001508,D005183,0070259
1224,Thrombocytopenia,611209,0001873,D013921,0070259
1225,Talipes,611209,0001883,D000070558,0070259
1226,Anemia,611209,0001903,D000740,0070259
1227,Scoliosis,611209,0002650,D012600,0070259
1228,Cryptorchidism,614052,0000028,D003456,0060331
1229,Hypospadias,614052,0000047,D007021,0060331
1230,Retrognathia,614052,0000278,D063173,0060331
1231,Cataract,614052,0000518,D002386,0060331
1232,Hypertension,614052,0000822,D006973,0060331
1233,Ataxia,614052,0001251,D001259,0060331
1234,Tremor,614052,0001337,D014202,0060331
1235,Failure to thrive,614052,0001508,D005183,0060331
1236,Oligohydramnios,614052,0001562,D016104,0060331
1237,Premature birth,614052,0001622,D047928,0060331
1238,Acidosis,614052,0001941,D000138,0060331
1239,Hyperammonemia,614052,0001987,D022124,0060331
1240,Respiratory insufficiency,614052,0002093,D012131,0060331
1241,Azotemia,614052,0002157,D053099,0060331
1242,Hernia,614052,0100790,D006547,0060331
1243,Gastroparesis,614052,0002578,D018589,0060331
1244,3-Methylglutaconic aciduria,614052,0003535,C579867,0060331
1245,Cryptorchidism,616300,0000028,D003456,0110093
1246,Cleft palate,616300,0000175,D002972,0110093
1247,Retrognathia,616300,0000278,D063173,0110093
1248,Hypertelorism,616300,0000316,D006972,0110093
1249,Cleft lip,616300,0410030,D002971,0110093
1250,Cerebellar hypoplasia,616300,0001321,C562568,0110093
1251,Encephalocele,616300,0002084,D004677,0110093
1252,Respiratory insufficiency,616300,0002093,D012131,0110093
1253,Hernia,616300,0100790,D006547,0110093
1254,Polydactyly,616300,0010442,D017689,0110093
1255,Cryptorchidism,166250,0000028,D003456,0111532
1256,Hypospadias,166250,0000047,D007021,0111532
1257,Hypertelorism,166250,0000316,D006972,0111532
1258,Failure to thrive,166250,0001508,D005183,0111532
1259,Dyspnea,166250,0002094,D004417,0111532
1260,Hernia,166250,0100790,D006547,0111532
1261,Cryptorchidism,605275,0000028,D003456,0060580
1262,Hypertelorism,605275,0000316,D006972,0060580
1263,Pectus carinatum,605275,0000768,D066166,0060580
1264,Edema,605275,0000969,D004487,0060580
1265,Cutis laxa,605275,0000973,D003483,0060580
1266,Intellectual disability,605275,0001249,D008607,0060580
1267,Polyhydramnios,605275,0001561,D006831,0060580
1268,Leukemia,605275,0001909,D007938,0060580
1269,Nevus,605275,0003764,D009506,0060580
1270,Cryptorchidism,263750,0000028,D003456,0111259
1271,Cleft palate,263750,0000175,D002972,0111259
1272,Cleft lip,263750,0410030,D002971,0111259
1273,Choanal atresia,263750,0000453,D002754,0111259
1274,Ectropion,263750,0000656,D004483,0111259
1275,Syndactyly,263750,0001159,D013576,0111259
1276,Pyloric stenosis,263750,0002021,D011707,0111259
1277,Hip dislocation,263750,0002827,D006617,0111259
1278,Radioulnar synostosis,263750,0002974,C562408,0111259
1279,Cryptorchidism,619087,0000028,D003456,0112161
1280,Microcephaly,619087,0000252,D008831,0112161
1281,Hypertelorism,619087,0000316,D006972,0112161
1282,Otitis media,619087,0000388,D010033,0112161
1283,Anxiety,619087,0000739,D001007,0112161
1284,Edema,619087,0000969,D004487,0112161
1285,Hypertrichosis,619087,0000998,D006983,0112161
1286,Lymphedema,619087,0001004,D008209,0112161
1287,Hirsutism,619087,0001007,D006628,0112161
1288,Intellectual disability,619087,0001249,D008607,0112161
1289,Plagiocephaly,619087,0001357,D059041,0112161
1290,Mitral valve prolapse,619087,0001634,D008945,0112161
1291,Talipes,619087,0001883,D000070558,0112161
1292,Gastroesophageal reflux,619087,0002020,D005764,0112161
1293,Self-injurious behavior,619087,0100716,D016728,0112161
1294,Scoliosis,619087,0002650,D012600,0112161
1295,Cryptorchidism,613266,0000028,D003456,0110955
1296,Hypogonadism,613266,0000135,D007006,0110955
1297,Anosmia,613266,0000458,D000086582,0110955
1298,Heterochromia iridis,613266,0001100,C538115,0110955
1299,Cryptorchidism,175700,0000028,D003456,14761
1300,Hypospadias,175700,0000047,D007021,14761
1301,Hydrocephalus,175700,0000238,D006849,14761
1302,Hypertelorism,175700,0000316,D006972,14761
1303,Hirsutism,175700,0001007,D006628,14761
1304,Syndactyly,175700,0001159,D013576,14761
1305,Intellectual disability,175700,0001249,D008607,14761
1306,Agenesis of corpus callosum,175700,0001274,D061085,14761
1307,Hernia,175700,0100790,D006547,14761
1308,Hyperglycemia,175700,0003074,D006943,14761
1309,Polydactyly,175700,0010442,D017689,14761
1310,Cryptorchidism,603467,0000028,D003456,0111088
1311,Vesicoureteral reflux,603467,0000076,D014718,0111088
1312,Microcephaly,603467,0000252,D008831,0111088
1313,Syndactyly,603467,0001159,D013576,0111088
1314,Single umbilical artery,603467,0001195,D058529,0111088
1315,Failure to thrive,603467,0001508,D005183,0111088
1316,Polyhydramnios,603467,0001561,D006831,0111088
1317,Thrombocytopenia,603467,0001873,D013921,0111088
1318,Leukopenia,603467,0001882,D007970,0111088
1319,Anemia,603467,0001903,D000740,0111088
1320,Pneumonia,603467,0002090,D011014,0111088
1321,Chromosome breakage,603467,0040012,D019457,0111088
1322,Hypopituitarism,603467,0040075,D007018,0111088
1323,Intestinal atresia,603467,0011100,D007409,0111088
1324,Cryptorchidism,130650,0000028,D003456,5572
1329,Vesicoureteral reflux,130650,0000076,D014718,5572
1334,Nephrocalcinosis,130650,0000121,D009397,5572
1339,Gonadoblastoma,130650,0000150,D018238,5572
1344,Macroglossia,130650,0000158,D008260,5572
1349,Nephrolithiasis,130650,0000787,D053040,5572
1354,Cerebellar hypoplasia,130650,0001321,C562568,5572
1359,Cardiomegaly,130650,0001640,D006332,5572
1364,Hypoglycemia,130650,0001943,D007003,5572
1369,Hepatomegaly,130650,0002240,D006529,5572
1374,Hernia,130650,0100790,D006547,5572
1379,Hepatoblastoma,130650,0002884,D018197,5572
1384,Nevus,130650,0003764,D009506,5572
1389,Adrenocortical carcinoma,130650,0006744,D018268,5572
1394,Cryptorchidism,268300,0000028,D003456,5325
1395,Hypospadias,268300,0000047,D007021,5325
1396,Cleft palate,268300,0000175,D002972,5325
1397,Hydrocephalus,268300,0000238,D006849,5325
1398,Microcephaly,268300,0000252,D008831,5325
1399,Hypertelorism,268300,0000316,D006972,5325
1400,Cleft lip,268300,0410030,D002971,5325
1401,Cataract,268300,0000518,D002386,5325
1402,Coloboma,268300,0000589,D003103,5325
1403,Hemangioma,268300,0001028,D006391,5325
1404,Brachydactyly,268300,0001156,D059327,5325
1405,Syndactyly,268300,0001159,D013576,5325
1406,Intellectual disability,268300,0001249,D008607,5325
1407,Polyhydramnios,268300,0001561,D006831,5325
1408,Talipes,268300,0001883,D000070558,5325
1409,Encephalocele,268300,0002084,D004677,5325
1410,Stillbirth,268300,0003826,D050497,5325
1411,Corneal opacity,268300,0007957,D003318,5325
1412,Cryptorchidism,146510,0000028,D003456,9248
1413,Hydronephrosis,146510,0000126,D006869,9248
1414,Cleft palate,146510,0000175,D002972,9248
1415,Cleft lip,146510,0410030,D002971,9248
1416,Choanal atresia,146510,0000453,D002754,9248
1417,Adrenal insufficiency,146510,0000846,D000309,9248
1418,Hemangioma,146510,0001028,D006391,9248
1419,Syndactyly,146510,0001159,D013576,9248
1420,Holoprosencephaly,146510,0001360,D016142,9248
1421,Hip dislocation,146510,0002827,D006617,9248
1422,Hypopituitarism,146510,0040075,D007018,9248
1423,Thyroid dysgenesis,146510,0008188,D050033,9248
1424,Laryngeal cleft,146510,0008751,C537875,9248
1425,Polydactyly,146510,0010442,D017689,9248
1426,Hamartoma,146510,0010566,D006222,9248
1427,Cryptorchidism,243800,0000028,D003456,14694
1428,Hypospadias,243800,0000047,D007021,14694
1429,Hydronephrosis,243800,0000126,D006869,14694
1430,Rectovaginal fistula,243800,0000143,D012006,14694
1431,Microcephaly,243800,0000252,D008831,14694
1432,Strabismus,243800,0000486,D013285,14694
1433,Diabetes mellitus,243800,0000819,D003920,14694
1434,Hypothyroidism,243800,0000821,D007037,14694
1435,Edema,243800,0000969,D004487,14694
1436,Intellectual disability,243800,0001249,D008607,14694
1437,Cholestasis,243800,0001396,D002779,14694
1438,Failure to thrive,243800,0001508,D005183,14694
1439,Dextrocardia,243800,0001651,D003914,14694
1440,Exocrine pancreatic insufficiency,243800,0001738,D010188,14694
1441,Glucose intolerance,243800,0001952,D018149,14694
1442,Rectal fistula,243800,0100590,D012003,14694
1443,Intestinal fistula,243800,0100819,D007412,14694
1444,Hypocalcemia,243800,0002901,D006996,14694
1445,Vaginal fistula,243800,0004320,D014624,14694
1446,Cryptorchidism,616910,0000028,D003456,0090010
1447,Hypospadias,616910,0000047,D007021,0090010
1448,Microcephaly,616910,0000252,D008831,0090010
1449,Hypertelorism,616910,0000316,D006972,0090010
1450,Strabismus,616910,0000486,D013285,0090010
1451,Intellectual disability,616910,0001249,D008607,0090010
1452,Agammaglobulinemia,616910,0004432,D000361,0090010
1453,Polydactyly,616910,0010442,D017689,0090010
1454,Cryptorchidism,617746,0000028,D003456,0080538
1455,Cleft palate,617746,0000175,D002972,0080538
1456,Hypertelorism,617746,0000316,D006972,0080538
1457,Choanal atresia,617746,0000453,D002754,0080538
1458,Hirsutism,617746,0001007,D006628,0080538
1459,Syndactyly,617746,0001159,D013576,0080538
1460,Cerebellar hypoplasia,617746,0001321,C562568,0080538
1461,Gastroesophageal reflux,617746,0002020,D005764,0080538
1462,Cryptorchidism,261540,0000028,D003456,0080201
1463,Hypospadias,261540,0000047,D007021,0080201
1464,Hydronephrosis,261540,0000126,D006869,0080201
1465,Cleft palate,261540,0000175,D002972,0080201
1466,Hydrocephalus,261540,0000238,D006849,0080201
1467,Microcephaly,261540,0000252,D008831,0080201
1468,Hypertelorism,261540,0000316,D006972,0080201
1469,Cleft lip,261540,0410030,D002971,0080201
1470,Glaucoma,261540,0000501,D005901,0080201
1471,Cataract,261540,0000518,D002386,0080201
1472,Myopia,261540,0000545,D009216,0080201
1473,Coloboma,261540,0000589,D003103,0080201
1474,Peters anomaly,261540,0000659,C537884,0080201
1475,Hypertrichosis,261540,0000998,D006983,0080201
1476,Brachydactyly,261540,0001156,D059327,0080201
1477,Syndactyly,261540,0001159,D013576,0080201
1478,Intellectual disability,261540,0001249,D008607,0080201
1479,Agenesis of corpus callosum,261540,0001274,D061085,0080201
1480,Polyhydramnios,261540,0001561,D006831,0080201
1481,Facial hypertrichosis,261540,0002219,C565029,0080201
1482,Hernia,261540,0100790,D006547,0080201
1483,Scoliosis,261540,0002650,D012600,0080201
1484,Cryptorchidism,614841,0000028,D003456,0090072
1485,Hypogonadism,614841,0000135,D007006,0090072
1486,Amenorrhea,614841,0000141,D000568,0090072
1487,Anosmia,614841,0000458,D000086582,0090072
1488,Cryptorchidism,614880,0000028,D003456,0090075
1489,Amenorrhea,614880,0000141,D000568,0090075
1490,Cleft palate,614880,0000175,D002972,0090075
1491,Genu valgum,614880,0002857,D056304,0090075
1492,Cryptorchidism,135900,0000028,D003456,0070042
1493,Hypospadias,135900,0000047,D007021,0070042
1494,Hydronephrosis,135900,0000126,D006869,0070042
1495,Cleft palate,135900,0000175,D002972,0070042
1496,Microcephaly,135900,0000252,D008831,0070042
1497,Retrognathia,135900,0000278,D063173,0070042
1498,Hypertelorism,135900,0000316,D006972,0070042
1499,Choanal atresia,135900,0000453,D002754,0070042
1500,Astigmatism,135900,0000483,D001251,0070042
1501,Strabismus,135900,0000486,D013285,0070042
1502,Myopia,135900,0000545,D009216,0070042
1503,Hypertrichosis,135900,0000998,D006983,0070042
1504,Hirsutism,135900,0001007,D006628,0070042
1505,Hemangioma,135900,0001028,D006391,0070042
1506,Intellectual disability,135900,0001249,D008607,0070042
1507,Ataxia,135900,0001251,D001259,0070042
1508,Agenesis of corpus callosum,135900,0001274,D061085,0070042
1509,Cerebellar hypoplasia,135900,0001321,C562568,0070042
1510,Plagiocephaly,135900,0001357,D059041,0070042
1511,Tetralogy of Fallot,135900,0001636,D013771,0070042
1512,Gait ataxia,135900,0002066,D020234,0070042
1513,Facial hypertrichosis,135900,0002219,C565029,0070042
1514,Hernia,135900,0100790,D006547,0070042
1515,Intussusception,135900,0002576,D007443,0070042
1516,Duodenal ulcer,135900,0002588,D004381,0070042
1517,Scoliosis,135900,0002650,D012600,0070042
1518,Coxa valga,135900,0002673,D060906,0070042
1519,Kyphosis,135900,0002808,D007738,0070042
1520,Spina bifida occulta,135900,0003298,D016136,0070042
1521,Peptic ulcer,135900,0004398,D010437,0070042
1522,Spinal dysraphism,135900,0010301,D016135,0070042
1523,Cryptorchidism,300963,0000028,D003456,0060572
1524,Hypertelorism,300963,0000316,D006972,0060572
1525,Syndactyly,300963,0001159,D013576,0060572
1526,Cerebellar hypoplasia,300963,0001321,C562568,0060572
1527,Scoliosis,300963,0002650,D012600,0060572
1528,Cryptorchidism,211380,0000028,D003456,0080631
1529,Hypospadias,211380,0000047,D007021,0080631
1530,Cleft palate,211380,0000175,D002972,0080631
1531,Cleft soft palate,211380,0000185,C562950,0080631
1532,Hypertelorism,211380,0000316,D006972,0080631
1533,Facial asymmetry,211380,0000324,D005146,0080631
1534,Megalocornea,211380,0000485,C562829,0080631
1535,Strabismus,211380,0000486,D013285,0080631
1536,Glaucoma,211380,0000501,D005901,0080631
1537,Cataract,211380,0000518,D002386,0080631
1538,Hypertrichosis,211380,0000998,D006983,0080631
1539,Brachydactyly,211380,0001156,D059327,0080631
1540,Syndactyly,211380,0001159,D013576,0080631
1541,Intellectual disability,211380,0001249,D008607,0080631
1542,Facial hypertrichosis,211380,0002219,C565029,0080631
1543,Cryptorchidism,300978,0000028,D003456,0112042
1544,Hypospadias,300978,0000047,D007021,0112042
1545,Velopharyngeal insufficiency,300978,0000220,D014681,0112042
1546,Microcephaly,300978,0000252,D008831,0112042
1547,Hypertelorism,300978,0000316,D006972,0112042
1548,Anxiety,300978,0000739,D001007,0112042
1549,Brachydactyly,300978,0001156,D059327,0112042
1550,Intellectual disability,300978,0001249,D008607,0112042
1551,Tremor,300978,0001337,D014202,0112042
1552,Self-injurious behavior,300978,0100716,D016728,0112042
1553,Hernia,300978,0100790,D006547,0112042
1554,Shyness,300978,0100962,D012792,0112042
1555,Cryptorchidism,615849,0000028,D003456,0080328
1556,Hypogonadism,615849,0000135,D007006,0080328
1557,Cleft palate,615849,0000175,D002972,0080328
1558,Cleft lip,615849,0410030,D002971,0080328
1559,Diabetes insipidus,615849,0000873,D003919,0080328
1560,Hypopituitarism,615849,0040075,D007018,0080328
1561,Polydactyly,615849,0010442,D017689,0080328
1562,Cryptorchidism,278250,0000028,D003456,0112171
1563,Microcephaly,278250,0000252,D008831,0112171
1564,Hypertelorism,278250,0000316,D006972,0112171
