,HPO_LABEL,ORPHA,HPO,DOID_MAP,EDGES_TO_DOID
1940,Ventricular septal defect,1465,0001629,1657,1925
1951,Tetralogy of Fallot,1465,0001636,6419,1925
1962,Patent ductus arteriosus,1465,0001643,13832,1925
1973,Pneumonia,1465,0002090,552,1925
1984,Scoliosis,1465,0002650,0060249,1925
1995,Hepatoblastoma,1465,0002884,687,1925
2006,Aspiration pneumonia,1465,0011951,0050152,1925
2017,Cryptorchidism,110,0000028,11383,1935
2039,Nephrotic syndrome,110,0000100,1184,1935
2061,Hypogonadism,110,0000135,1924,1935
2083,Hypertension,110,0000822,10763,1935
2105,Syndactyly,110,0001159,11193,1935
2127,Intellectual disability,110,0001249,1059,1935
2149,Obesity,110,0001513,9970,1935
2171,Polydactyly,110,0010442,1148,1935
2193,Cryptorchidism,500,0000028,11383,14291
2196,Hypospadias,500,0000047,10892,14291
2199,Ptosis,500,0000508,0060260,14291
2202,Intellectual disability,500,0001249,1059,14291
2205,Mitral valve prolapse,500,0001634,988,14291
2208,Cardiomyopathy,500,0001638,0050700,14291
2211,Hypertrophic cardiomyopathy,500,0001639,11984,14291
2214,Myocardial infarction,500,0001658,5844,14291
2217,Spina bifida,500,0002414,0080016,14291
2220,Scoliosis,500,0002650,0060249,14291
2223,Melanoma,500,0002861,1909,14291
2226,Neuroblastoma,500,0003006,769,14291
2229,Spina bifida occulta,500,0003298,0080073,14291
2232,Neural tube defect,500,0045005,0080074,14291
2235,Cryptorchidism,912,0000028,11383,905
2248,Hypospadias,912,0000047,10892,905
2261,Hydronephrosis,912,0000126,11111,905
2274,Microcephaly,912,0000252,10907,905
2287,Glaucoma,912,0000501,1686,905
2300,Cataract,912,0000518,83,905
2313,Optic atrophy,912,0000648,5723,905
2326,Cholestasis,912,0001396,13580,905
2339,Ventricular septal defect,912,0001629,1657,905
2352,Pyloric stenosis,912,0002021,12639,905
2365,Polymicrogyria,912,0002126,0080918,905
2378,Cryptorchidism,648,0000028,11383,3490
2392,Hypogonadotropic hypogonadism,648,0000044,0090070,3490
2406,Hypogonadism,648,0000135,1924,3490
2420,Strabismus,648,0000486,540,3490
2434,Ptosis,648,0000508,0060260,3490
2448,Lymphedema,648,0001004,4977,3490
2462,Brachydactyly,648,0001156,0050581,3490
2476,Scoliosis,648,0002650,0060249,3490
2490,Radioulnar synostosis,648,0002974,9827,3490
2504,Cryptorchidism,3459,0000028,11383,0060814
2506,Hypogonadotropic hypogonadism,3459,0000044,0090070,0060814
2508,Hypogonadism,3459,0000135,1924,0060814
2510,Gynecomastia,3459,0000771,12698,0060814
2512,Intellectual disability,3459,0001249,1059,0060814
2514,Obesity,3459,0001513,9970,0060814
2516,Cryptorchidism,2162,0000028,11383,4621
2532,Proteinuria,2162,0000093,576,4621
2548,Cleft palate,2162,0000175,674,4621
2564,Hydrocephalus,2162,0000238,10908,4621
2580,Microcephaly,2162,0000252,10907,4621
2596,Cleft lip,2162,0410030,9296,4621
2612,Choanal atresia,2162,0000453,9574,4621
2628,Ptosis,2162,0000508,0060260,4621
2644,Microphthalmia,2162,0000568,10629,4621
2660,Blepharophimosis,2162,0000581,10348,4621
2676,Coloboma,2162,0000589,12270,4621
2692,Optic atrophy,2162,0000648,5723,4621
2708,Congenital diaphragmatic hernia,2162,0000776,3827,4621
2724,Diabetes mellitus,2162,0000819,9351,4621
2740,Panhypopituitarism,2162,0000871,9410,4621
2756,Diabetes insipidus,2162,0000873,9409,4621
2772,Hypertrichosis,2162,0000998,420,4621
2788,Brachydactyly,2162,0001156,0050581,4621
2804,Cerebellar hypoplasia,2162,0001321,0070338,4621
2820,Dystonia,2162,0001332,543,4621
2836,Holoprosencephaly,2162,0001360,4621,4621
2852,Omphalocele,2162,0001539,0060327,4621
2868,Ventricular septal defect,2162,0001629,1657,4621
2884,Tetralogy of Fallot,2162,0001636,6419,4621
2900,Hypoglycemia,2162,0001943,9993,4621
2916,Glucose intolerance,2162,0001952,10603,4621
2932,Constipation,2162,0002019,2089,4621
2948,Scoliosis,2162,0002650,0060249,4621
2964,Solitary median maxillary central incisor,2162,0006315,0111380,4621
2980,Hypopituitarism,2162,0040075,9406,4621
2996,Tooth agenesis,2162,0009804,0050591,4621
3012,Polydactyly,2162,0010442,1148,4621
3028,Intestinal atresia,2162,0011100,10486,4621
3044,Neural tube defect,2162,0045005,0080074,4621
3060,Cryptorchidism,899,0000028,11383,0050560
3074,Cleft palate,899,0000175,674,0050560
3088,Cleft soft palate,899,0000185,0110214,0050560
3102,Hydrocephalus,899,0000238,10908,0050560
3116,Microcephaly,899,0000252,10907,0050560
3130,Glaucoma,899,0000501,1686,0050560
3144,Cataract,899,0000518,83,0050560
3158,Retinal detachment,899,0000541,5327,0050560
3172,Microphthalmia,899,0000568,10629,0050560
3186,Coloboma,899,0000589,12270,0050560
3200,Optic atrophy,899,0000648,5723,0050560
3214,Intellectual disability,899,0001249,1059,0050560
3228,Cerebellar hypoplasia,899,0001321,0070338,0050560
3242,Lissencephaly,899,0001339,0050453,0050560
3256,Polymicrogyria,899,0002126,0080918,0050560
3270,Muscular dystrophy,899,0003560,9884,0050560
3284,Cryptorchidism,794,0000028,11383,14768
3287,Cleft palate,794,0000175,674,14768
3290,Strabismus,794,0000486,540,14768
3293,Ptosis,794,0000508,0060260,14768
3296,Blepharospasm,794,0000643,529,14768
3299,Amblyopia,794,0000646,10376,14768
3302,Optic atrophy,794,0000648,5723,14768
3305,Brachydactyly,794,0001156,0050581,14768
3308,Syndactyly,794,0001159,11193,14768
3311,Intellectual disability,794,0001249,1059,14768
3314,Dystonia,794,0001332,543,14768
3317,Craniosynostosis,794,0001363,2340,14768
3320,Migraine,794,0002076,6364,14768
3323,Scoliosis,794,0002650,0060249,14768
3326,Radioulnar synostosis,794,0002974,9827,14768
3329,Focal dystonia,794,0004373,0050836,14768
3332,Sleep apnea,794,0010535,0050847,14768
3335,Craniofacial dystonia,794,0012179,0050845,14768
3338,Cryptorchidism,1270,0000028,11383,0050684
3339,Microcephaly,1270,0000252,10907,0050684
3340,Cryptorchidism,199,0000028,11383,11725
3346,Hypospadias,199,0000047,10892,11725
3352,Vesicoureteral reflux,199,0000076,9620,11725
3358,Amenorrhea,199,0000141,13938,11725
3364,Cleft palate,199,0000175,674,11725
3370,Microcephaly,199,0000252,10907,11725
3376,Choanal atresia,199,0000453,9574,11725
3382,Strabismus,199,0000486,540,11725
3388,Blepharitis,199,0000498,9423,11725
3394,Glaucoma,199,0000501,1686,11725
3400,Ptosis,199,0000508,0060260,11725
3406,Cataract,199,0000518,83,11725
3412,Myopia,199,0000545,11830,11725
3418,Congenital diaphragmatic hernia,199,0000776,3827,11725
3424,Hypertrichosis,199,0000998,420,11725
3430,Syndactyly,199,0001159,11193,11725
3436,Intellectual disability,199,0001249,1059,11725
3442,Obesity,199,0001513,9970,11725
3448,Ventricular septal defect,199,0001629,1657,11725
3454,Pyloric stenosis,199,0002021,12639,11725
3460,Radioulnar synostosis,199,0002974,9827,11725
3466,Attention deficit hyperactivity disorder,199,0007018,1094,11725
3472,Cryptorchidism,638,0000028,11383,0111683
3474,Ptosis,638,0000508,0060260,0111683
3476,Cardiomyopathy,638,0001638,0050700,0111683
3478,Hypertrophic cardiomyopathy,638,0001639,11984,0111683
3480,Cryptorchidism,564,0000028,11383,0050778
3497,Cleft palate,564,0000175,674,0050778
3514,Hydrocephalus,564,0000238,10908,0050778
3531,Microcephaly,564,0000252,10907,0050778
3548,Cataract,564,0000518,83,0050778
3565,Microphthalmia,564,0000568,10629,0050778
3582,Sclerocornea,564,0000647,0060252,0050778
3599,Optic atrophy,564,0000648,5723,0050778
3616,Cerebellar hypoplasia,564,0001321,0070338,0050778
3633,Holoprosencephaly,564,0001360,4621,0050778
3650,Oligohydramnios,564,0001562,12215,0050778
3667,Dextrocardia,564,0001651,9565,0050778
3684,Anencephaly,564,0002323,0060668,0050778
3701,Polydactyly,564,0010442,1148,0050778
3718,Cryptorchidism,99429,0000028,11383,0080775
3719,Amenorrhea,99429,0000141,13938,0080775
3720,Infertility,99429,0000789,5223,0080775
3721,Acne,99429,0001061,6543,0080775
3722,Male infertility,99429,0003251,12336,0080775
3723,Hyperpituitarism,99429,0010514,2444,0080775
3724,Cryptorchidism,2701,0000028,11383,0080691
3726,Hydrocephalus,2701,0000238,10908,0080691
3728,Brachydactyly,2701,0001156,0050581,0080691
3730,Intellectual disability,2701,0001249,1059,0080691
3732,Cardiomyopathy,2701,0001638,0050700,0080691
3734,Hypertrophic cardiomyopathy,2701,0001639,11984,0080691
3736,Cryptorchidism,293843,0000028,11383,0060225
3739,Ptosis,293843,0000508,0060260,0060225
3742,Blepharophimosis,293843,0000581,10348,0060225
3745,Intellectual disability,293843,0001249,1059,0060225
3748,Craniosynostosis,293843,0001363,2340,0060225
3751,Umbilical hernia,293843,0001537,0060321,0060225
3754,Spina bifida,293843,0002414,0080016,0060225
3757,Scoliosis,293843,0002650,0060249,0060225
3760,Radioulnar synostosis,293843,0002974,9827,0060225
3763,Spina bifida occulta,293843,0003298,0080073,0060225
3766,Neural tube defect,293843,0045005,0080074,0060225
3769,Cryptorchidism,3303,0000028,11383,6419
3781,Brachydactyly,3303,0001156,0050581,6419
3793,Tetralogy of Fallot,3303,0001636,6419,6419
3805,Cryptorchidism,65759,0000028,11383,0060234
3807,Brachydactyly,65759,0001156,0050581,0060234
3809,Syndactyly,65759,0001159,11193,0060234
3811,Intellectual disability,65759,0001249,1059,0060234
3813,Craniosynostosis,65759,0001363,2340,0060234
3815,Obesity,65759,0001513,9970,0060234
3817,Umbilical hernia,65759,0001537,0060321,0060234
3819,Patent ductus arteriosus,65759,0001643,13832,0060234
3821,Scoliosis,65759,0002650,0060249,0060234
3823,Polydactyly,65759,0010442,1148,0060234
3825,Cryptorchidism,861,0000028,11383,2908
3829,Cleft palate,861,0000175,674,2908
3833,Cleft lip,861,0410030,9296,2908
3837,Choanal atresia,861,0000453,9574,2908
3841,Strabismus,861,0000486,540,2908
3845,Cataract,861,0000518,83,2908
3849,Microphthalmia,861,0000568,10629,2908
3853,Coloboma,861,0000589,12270,2908
3857,Blepharospasm,861,0000643,529,2908
3861,Dystonia,861,0001332,543,2908
3865,Patent ductus arteriosus,861,0001643,13832,2908
3869,Aphasia,861,0002381,0060046,2908
3873,Focal dystonia,861,0004373,0050836,2908
3877,Tooth agenesis,861,0009804,0050591,2908
3881,Craniofacial dystonia,861,0012179,0050845,2908
3885,Cryptorchidism,79239,0000028,11383,0111459
3886,Amenorrhea,79239,0000141,13938,0111459
3887,Cataract,79239,0000518,83,0111459
3888,Infertility,79239,0000789,5223,0111459
3889,Osteoporosis,79239,0000939,11476,0111459
3890,Intellectual disability,79239,0001249,1059,0111459
3891,Dystonia,79239,0001332,543,0111459
3892,Cholestasis,79239,0001396,13580,0111459
3893,Hypoglycemia,79239,0001943,9993,0111459
3894,Diarrhea,79239,0002014,13250,0111459
3895,Apraxia,79239,0002186,0060135,0111459
3896,Male infertility,79239,0003251,12336,0111459
3897,Attention deficit hyperactivity disorder,79239,0007018,1094,0111459
3898,Cryptorchidism,85173,0000028,11383,0050885
3900,Hypospadias,85173,0000047,10892,0050885
3902,Hydronephrosis,85173,0000126,11111,0050885
3904,Hypogonadism,85173,0000135,1924,0050885
3906,Metaphyseal dysplasia,85173,0100255,0080019,0050885
3908,Cryptorchidism,910,0000028,11383,0050427
3915,Hypogonadism,910,0000135,1924,0050427
3922,Microcephaly,910,0000252,10907,0050427
3929,Strabismus,910,0000486,540,0050427
3936,Keratitis,910,0000491,4677,0050427
3943,Blepharitis,910,0000498,9423,0050427
3950,Cataract,910,0000518,83,0050427
3957,Entropion,910,0000621,12397,0050427
3964,Optic atrophy,910,0000648,5723,0050427
3971,Ectropion,910,0000656,1570,0050427
3978,Pterygium,910,0001059,0002116,0050427
3985,Intellectual disability,910,0001249,1059,0050427
3992,Alopecia,910,0001596,987,0050427
3999,Hyperostosis,910,0100774,205,0050427
4006,Melanoma,910,0002861,1909,0050427
4013,Papilloma,910,0012740,2615,0050427
4020,Cryptorchidism,3144,0000028,11383,0050775
4022,Cleft palate,3144,0000175,674,0050775
4024,Lymphedema,3144,0001004,4977,0050775
4026,Polyhydramnios,3144,0001561,8488,0050775
4028,Cryptorchidism,193,0000028,11383,0111590
4029,Gingival overgrowth,193,0000212,3086,0111590
4030,Microcephaly,193,0000252,10907,0111590
4031,Strabismus,193,0000486,540,0111590
4032,Myopia,193,0000545,11830,0111590
4033,Microphthalmia,193,0000568,10629,0111590
4034,Coloboma,193,0000589,12270,0111590
4035,Optic atrophy,193,0000648,5723,0111590
4036,Syndactyly,193,0001159,11193,0111590
4037,Intellectual disability,193,0001249,1059,0111590
4038,Obesity,193,0001513,9970,0111590
4039,Ventricular septal defect,193,0001629,1657,0111590
4040,Mitral valve prolapse,193,0001634,988,0111590
4041,Neutropenia,193,0001875,1227,0111590
4042,Scoliosis,193,0002650,0060249,0111590
4043,Tooth agenesis,193,0009804,0050591,0111590
4044,Cryptorchidism,1340,0000028,11383,0060233
4048,Hydronephrosis,1340,0000126,11111,0060233
4052,Cleft palate,1340,0000175,674,0060233
4056,Hydrocephalus,1340,0000238,10908,0060233
4060,Strabismus,1340,0000486,540,0060233
4064,Ptosis,1340,0000508,0060260,0060233
4068,Myopia,1340,0000545,11830,0060233
4072,Optic atrophy,1340,0000648,5723,0060233
4076,Cutis laxa,1340,0000973,3144,0060233
4080,Lymphedema,1340,0001004,4977,0060233
4084,Hemangioma,1340,0001028,255,0060233
4088,Cavernous hemangioma,1340,0001048,483,0060233
4092,Intellectual disability,1340,0001249,1059,0060233
4096,Cardiomyopathy,1340,0001638,0050700,0060233
4100,Hypertrophic cardiomyopathy,1340,0001639,11984,0060233
4104,Scoliosis,1340,0002650,0060249,0060233
4108,Ichthyosis,1340,0008064,1697,0060233
4112,Cryptorchidism,3255,0000028,11383,0112194
4113,Microcephaly,3255,0000252,10907,0112194
4114,Optic atrophy,3255,0000648,5723,0112194
4115,Syndactyly,3255,0001159,11193,0112194
4116,Intellectual disability,3255,0001249,1059,0112194
4117,Dystonia,3255,0001332,543,0112194
4118,Ventricular septal defect,3255,0001629,1657,0112194
4119,Mutism,3255,0002300,4189,0112194
4120,Aphasia,3255,0002381,0060046,0112194
4121,Echolalia,3255,0010529,4188,0112194
4122,Paraplegia,3255,0010550,607,0112194
4123,Cryptorchidism,2241,0000028,11383,0060610
4127,Umbilical hernia,2241,0001537,0060321,0060610
4131,Omphalocele,2241,0001539,0060327,0060610
4135,Polyhydramnios,2241,0001561,8488,0060610
4139,Cryptorchidism,289,0000028,11383,12714
4143,Hypospadias,289,0000047,10892,12714
4147,Strabismus,289,0000486,540,12714
4151,Intellectual disability,289,0001249,1059,12714
4155,Ventricular septal defect,289,0001629,1657,12714
4159,Dextrocardia,289,0001651,9565,12714
4163,Leukemia,289,0001909,1240,12714
4167,Acute leukemia,289,0002488,12603,12714
4171,Tooth agenesis,289,0009804,0050591,12714
4175,Polydactyly,289,0010442,1148,12714
4179,Cryptorchidism,2322,0000028,11383,0060473
4181,Hypospadias,2322,0000047,10892,0060473
4183,Ureteropelvic junction obstruction,2322,0000074,0111145,0060473
4185,Hydronephrosis,2322,0000126,11111,0060473
4187,Cleft palate,2322,0000175,674,0060473
4189,Hydrocephalus,2322,0000238,10908,0060473
4191,Microcephaly,2322,0000252,10907,0060473
4193,Strabismus,2322,0000486,540,0060473
4195,Ptosis,2322,0000508,0060260,0060473
4197,Coloboma,2322,0000589,12270,0060473
4199,Ectropion,2322,0000656,1570,0060473
4201,Congenital diaphragmatic hernia,2322,0000776,3827,0060473
4203,Obesity,2322,0001513,9970,0060473
4205,Scoliosis,2322,0002650,0060249,0060473
4207,Ureteral obstruction,2322,0006000,5199,0060473
4209,Tooth agenesis,2322,0009804,0050591,0060473
4211,Cryptorchidism,33364,0000028,11383,0111866
4218,Gonadal dysgenesis,33364,0000133,14447,0111866
4225,Microcephaly,33364,0000252,10907,0111866
4232,Astigmatism,33364,0000483,11782,0111866
4239,Strabismus,33364,0000486,540,0111866
4246,Keratitis,33364,0000491,4677,0111866
4253,Conjunctivitis,33364,0000509,6195,0111866
4260,Cataract,33364,0000518,83,0111866
4267,Myopia,33364,0000545,11830,0111866
4274,Retinal degeneration,33364,0000546,8466,0111866
4281,Esotropia,33364,0000565,9840,0111866
4288,Microphthalmia,33364,0000568,10629,0111866
4295,Macular degeneration,33364,0000608,4448,0111866
4302,Ectropion,33364,0000656,1570,0111866
4309,Keratoconjunctivitis,33364,0001096,9368,0111866
4316,Keratoconjunctivitis sicca,33364,0001097,12895,0111866
4323,Craniosynostosis,33364,0001363,2340,0111866
4330,Umbilical hernia,33364,0001537,0060321,0111866
4337,Alopecia,33364,0001596,987,0111866
4344,Ventricular septal defect,33364,0001629,1657,0111866
4351,Cardiomyopathy,33364,0001638,0050700,0111866
4358,Neutropenia,33364,0001875,1227,0111866
4365,Anemia,33364,0001903,2355,0111866
4372,Squamous cell carcinoma,33364,0002860,1749,0111866
4379,Periventricular leukomalacia,33364,0006970,13088,0111866
4386,Ichthyosis,33364,0008064,1697,0111866
4393,Cryptorchidism,2970,0000028,11383,0060889
4394,Vesicoureteral reflux,2970,0000076,9620,0060889
4395,Urethral obstruction,2970,0000796,12577,0060889
4396,Oligohydramnios,2970,0001562,12215,0060889
4397,Ventricular septal defect,2970,0001629,1657,0060889
4398,Tetralogy of Fallot,2970,0001636,6419,0060889
4399,Patent ductus arteriosus,2970,0001643,13832,0060889
4400,Constipation,2970,0002019,2089,0060889
4401,Scoliosis,2970,0002650,0060249,0060889
4402,Intestinal atresia,2970,0011100,10486,0060889
4403,Cryptorchidism,127,0000028,11383,0050681
4404,Hypogonadism,127,0000135,1924,0050681
4405,Microcephaly,127,0000252,10907,0050681
4406,Ptosis,127,0000508,0060260,0050681
4407,Cataract,127,0000518,83,0050681
4408,Blepharophimosis,127,0000581,10348,0050681
4409,Gynecomastia,127,0000771,12698,0050681
4410,Intellectual disability,127,0001249,1059,0050681
4411,Obesity,127,0001513,9970,0050681
4412,Cryptorchidism,59,0000028,11383,0050631
4413,Microcephaly,59,0000252,10907,0050631
4414,Intellectual disability,59,0001249,1059,0050631
4415,Dystonia,59,0001332,543,0050631
4416,Cholestasis,59,0001396,13580,0050631
4417,Polyhydramnios,59,0001561,8488,0050631
4418,Scoliosis,59,0002650,0060249,0050631
4419,Primary microcephaly,59,0011451,0070297,0050631
4420,Cryptorchidism,3472,0000028,11383,0060589
4422,Hypospadias,3472,0000047,10892,0060589
4424,Hydrocephalus,3472,0000238,10908,0060589
4426,Microcephaly,3472,0000252,10907,0060589
4428,Cataract,3472,0000518,83,0060589
4430,Microphthalmia,3472,0000568,10629,0060589
4432,Sclerocornea,3472,0000647,0060252,0060589
4434,Hypertension,3472,0000822,10763,0060589
4436,Cutis laxa,3472,0000973,3144,0060589
4438,Syndactyly,3472,0001159,11193,0060589
4440,Cerebellar hypoplasia,3472,0001321,0070338,0060589
4442,Lissencephaly,3472,0001339,0050453,0060589
4444,Polyhydramnios,3472,0001561,8488,0060589
4446,Ventricular septal defect,3472,0001629,1657,0060589
4448,Tetralogy of Fallot,3472,0001636,6419,0060589
4450,Cardiomyopathy,3472,0001638,0050700,0060589
4452,Pyloric stenosis,3472,0002021,12639,0060589
4454,Anencephaly,3472,0002323,0060668,0060589
4456,Renovascular hypertension,3472,0100817,1591,0060589
4458,Primary microcephaly,3472,0011451,0070297,0060589
4460,Gingival recession,3472,0030816,1134,0060589
4462,Cryptorchidism,2896,0000028,11383,0060488
4464,Microcephaly,2896,0000252,10907,0060488
4466,Astigmatism,2896,0000483,11782,0060488
4468,Strabismus,2896,0000486,540,0060488
4470,Myopia,2896,0000545,11830,0060488
4472,Intellectual disability,2896,0001249,1059,0060488
4474,Constipation,2896,0002019,2089,0060488
4476,Hiatus hernia,2896,0002036,12642,0060488
