,HPO_LABEL,ORPHA,HPO,MESH,DOID
2945,Hypertelorism,648,0000316,D006972,3490
2959,Strabismus,648,0000486,D013285,3490
2973,Pectus carinatum,648,0000768,D066166,3490
2987,Edema,648,0000969,D004487,3490
3001,Lymphedema,648,0001004,D008209,3490
3015,Brachydactyly,648,0001156,D059327,3490
3029,Dysarthria,648,0001260,D004401,3490
3043,Muscle weakness,648,0001324,D018908,3490
3057,Hepatomegaly,648,0002240,D006529,3490
3071,Scoliosis,648,0002650,D012600,3490
3085,Radioulnar synostosis,648,0002974,C562408,3490
3099,Nevus,648,0003764,D009506,3490
3113,Cryptorchidism,709,0000028,D003456,0080201
3114,Hypospadias,709,0000047,D007021,0080201
3115,Hydronephrosis,709,0000126,D006869,0080201
3116,Cleft palate,709,0000175,D002972,0080201
3117,Hydrocephalus,709,0000238,D006849,0080201
3118,Microcephaly,709,0000252,D008831,0080201
3119,Hypertelorism,709,0000316,D006972,0080201
3120,Cleft lip,709,0410030,D002971,0080201
3121,Glaucoma,709,0000501,D005901,0080201
3122,Cataract,709,0000518,D002386,0080201
3123,Coloboma,709,0000589,D003103,0080201
3124,Optic atrophy,709,0000648,D009896,0080201
3125,Peters anomaly,709,0000659,C537884,0080201
3126,Hypothyroidism,709,0000821,D007037,0080201
3127,Congenital hypothyroidism,709,0000851,D003409,0080201
3128,Brachydactyly,709,0001156,D059327,0080201
3129,Syndactyly,709,0001159,D013576,0080201
3130,Intellectual disability,709,0001249,D008607,0080201
3131,Polyhydramnios,709,0001561,D006831,0080201
3132,Hernia,709,0100790,D006547,0080201
3133,Intestinal fistula,709,0100819,D007412,0080201
3134,Spina bifida occulta,709,0003298,D016136,0080201
3135,Hypopituitarism,709,0040075,D007018,0080201
3136,Corneal opacity,709,0007957,D003318,0080201
3137,Spinal dysraphism,709,0010301,D016135,0080201
3138,Cryptorchidism,3459,0000028,D003456,0060814
3140,Hypogonadism,3459,0000135,D007006,0060814
3142,Gynecomastia,3459,0000771,D006177,0060814
3144,Intellectual disability,3459,0001249,D008607,0060814
3146,Obesity,3459,0001513,D009765,0060814
3148,Cryptorchidism,2162,0000028,D003456,4621
3164,Proteinuria,2162,0000093,D011507,4621
3180,Cleft palate,2162,0000175,D002972,4621
3196,Hydrocephalus,2162,0000238,D006849,4621
3212,Microcephaly,2162,0000252,D008831,4621
3228,Hypertelorism,2162,0000316,D006972,4621
3244,Cleft lip,2162,0410030,D002971,4621
3260,Choanal atresia,2162,0000453,D002754,4621
3276,Anosmia,2162,0000458,D000086582,4621
3292,Blepharophimosis,2162,0000581,D016569,4621
3308,Coloboma,2162,0000589,D003103,4621
3324,Optic atrophy,2162,0000648,D009896,4621
3340,Diabetes mellitus,2162,0000819,D003920,4621
3356,Diabetes insipidus,2162,0000873,D003919,4621
3372,Hypertrichosis,2162,0000998,D006983,4621
3388,Brachydactyly,2162,0001156,D059327,4621
3404,Cerebellar hypoplasia,2162,0001321,C562568,4621
3420,Muscle weakness,2162,0001324,D018908,4621
3436,Dystonia,2162,0001332,D004421,4621
3452,Holoprosencephaly,2162,0001360,D016142,4621
3468,Failure to thrive,2162,0001508,D005183,4621
3484,Tetralogy of Fallot,2162,0001636,D013771,4621
3500,Talipes,2162,0001883,D000070558,4621
3516,Hypoglycemia,2162,0001943,D007003,4621
3532,Glucose intolerance,2162,0001952,D018149,4621
3548,Constipation,2162,0002019,D003248,4621
3564,Gastroesophageal reflux,2162,0002020,D005764,4621
3580,Chorea,2162,0002072,D002819,4621
3596,Encephalocele,2162,0002084,D004677,4621
3612,Respiratory insufficiency,2162,0002093,D012131,4621
3628,Facial hypertrichosis,2162,0002219,C565029,4621
3644,Hernia,2162,0100790,D006547,4621
3660,Scoliosis,2162,0002650,D012600,4621
3676,Hyponatremia,2162,0002902,D007010,4621
3692,Hypopituitarism,2162,0040075,D007018,4621
3708,Spinal dysraphism,2162,0010301,D016135,4621
3724,Polydactyly,2162,0010442,D017689,4621
3740,Intestinal atresia,2162,0011100,D007409,4621
3756,Cryptorchidism,899,0000028,D003456,0050560
3770,Cleft palate,899,0000175,D002972,0050560
3784,Cleft soft palate,899,0000185,C562950,0050560
3798,Hydrocephalus,899,0000238,D006849,0050560
3812,Microcephaly,899,0000252,D008831,0050560
3826,Glaucoma,899,0000501,D005901,0050560
3840,Cataract,899,0000518,D002386,0050560
3854,Retinal detachment,899,0000541,D012163,0050560
3868,Coloboma,899,0000589,D003103,0050560
3882,Optic atrophy,899,0000648,D009896,0050560
3896,Intellectual disability,899,0001249,D008607,0050560
3910,Agenesis of corpus callosum,899,0001274,D061085,0050560
3924,Cerebellar hypoplasia,899,0001321,C562568,0050560
3938,Muscle weakness,899,0001324,D018908,0050560
3952,Lissencephaly,899,0001339,D054082,0050560
3966,Polymicrogyria,899,0002126,D065706,0050560
3980,Corneal opacity,899,0007957,D003318,0050560
3994,Retinal dysplasia,899,0007973,D015792,0050560
4008,Cryptorchidism,794,0000028,D003456,14768
4011,Cleft palate,794,0000175,D002972,14768
4014,Hypertelorism,794,0000316,D006972,14768
4017,Facial asymmetry,794,0000324,D005146,14768
4020,Strabismus,794,0000486,D013285,14768
4023,Blepharospasm,794,0000643,D001764,14768
4026,Amblyopia,794,0000646,D000550,14768
4029,Optic atrophy,794,0000648,D009896,14768
4032,Brachydactyly,794,0001156,D059327,14768
4035,Syndactyly,794,0001159,D013576,14768
4038,Triphalangeal thumb,794,0001199,C573898,14768
4041,Intellectual disability,794,0001249,D008607,14768
4044,Dystonia,794,0001332,D004421,14768
4047,Plagiocephaly,794,0001357,D059041,14768
4050,Hallux valgus,794,0001822,D006215,14768
4053,Apnea,794,0002104,D001049,14768
4056,Headache,794,0002315,D006261,14768
4059,Scoliosis,794,0002650,D012600,14768
4062,Radioulnar synostosis,794,0002974,C562408,14768
4065,Open bite,794,0010807,D024343,14768
4068,Cryptorchidism,1270,0000028,D003456,0050684
4069,Microcephaly,1270,0000252,D008831,0050684
4070,Cryptorchidism,199,0000028,D003456,11725
4076,Hypospadias,199,0000047,D007021,11725
4082,Vesicoureteral reflux,199,0000076,D014718,11725
4088,Renal insufficiency,199,0000083,D051437,11725
4094,Amenorrhea,199,0000141,D000568,11725
4100,Cleft palate,199,0000175,D002972,11725
4106,Microcephaly,199,0000252,D008831,11725
4112,Choanal atresia,199,0000453,D002754,11725
4118,Strabismus,199,0000486,D013285,11725
4124,Blepharitis,199,0000498,D001762,11725
4130,Glaucoma,199,0000501,D005901,11725
4136,Cataract,199,0000518,D002386,11725
4142,Myopia,199,0000545,D009216,11725
4148,Anxiety,199,0000739,D001007,11725
4154,Edema,199,0000969,D004487,11725
4160,Hypertrichosis,199,0000998,D006983,11725
4166,Hirsutism,199,0001007,D006628,11725
4172,Syndactyly,199,0001159,D013576,11725
4178,Intellectual disability,199,0001249,D008607,11725
4184,Failure to thrive,199,0001508,D005183,11725
4190,Obesity,199,0001513,D009765,11725
4196,Premature birth,199,0001622,D047928,11725
4202,Talipes,199,0001883,D000070558,11725
4208,Gastroesophageal reflux,199,0002020,D005764,11725
4214,Pyloric stenosis,199,0002021,D011707,11725
4220,Facial hypertrichosis,199,0002219,C565029,11725
4226,Hernia,199,0100790,D006547,11725
4232,Hip dislocation,199,0002827,D006617,11725
4238,Radioulnar synostosis,199,0002974,C562408,11725
4244,Cryptorchidism,638,0000028,D003456,0111683
4246,Hypertelorism,638,0000316,D006972,0111683
4248,Muscle weakness,638,0001324,D018908,0111683
4250,Cryptorchidism,564,0000028,D003456,0050778
4267,Cleft palate,564,0000175,D002972,0050778
4284,Hydrocephalus,564,0000238,D006849,0050778
4301,Microcephaly,564,0000252,D008831,0050778
4318,Hypertelorism,564,0000316,D006972,0050778
4335,Cataract,564,0000518,D002386,0050778
4352,Sclerocornea,564,0000647,C565209,0050778
4369,Optic atrophy,564,0000648,D009896,0050778
4386,Cerebellar hypoplasia,564,0001321,C562568,0050778
4403,Holoprosencephaly,564,0001360,D016142,0050778
4420,Oligohydramnios,564,0001562,D016104,0050778
4437,Dextrocardia,564,0001651,D003914,0050778
4454,Talipes,564,0001883,D000070558,0050778
4471,Encephalocele,564,0002084,D004677,0050778
4488,Anencephaly,564,0002323,D000757,0050778
4505,Corneal opacity,564,0007957,D003318,0050778
4522,Polydactyly,564,0010442,D017689,0050778
4539,Cryptorchidism,99429,0000028,D003456,0080775
4540,Amenorrhea,99429,0000141,D000568,0080775
4541,Infertility,99429,0000789,D007246,0080775
4542,Hyperpituitarism,99429,0010514,D006964,0080775
4543,Cryptorchidism,2701,0000028,D003456,0080691
4545,Hydrocephalus,2701,0000238,D006849,0080691
4547,Hypertelorism,2701,0000316,D006972,0080691
4549,Brachydactyly,2701,0001156,D059327,0080691
4551,Intellectual disability,2701,0001249,D008607,0080691
4553,Cryptorchidism,293843,0000028,D003456,0060225
4556,Hypertelorism,293843,0000316,D006972,0060225
4559,Telecanthus,293843,0000506,C562941,0060225
4562,Blepharophimosis,293843,0000581,D016569,0060225
4565,Intellectual disability,293843,0001249,D008607,0060225
4568,Hernia,293843,0100790,D006547,0060225
4571,Scoliosis,293843,0002650,D012600,0060225
4574,Hip dislocation,293843,0002827,D006617,0060225
4577,Radioulnar synostosis,293843,0002974,C562408,0060225
4580,Spina bifida occulta,293843,0003298,D016136,0060225
4583,Spinal dysraphism,293843,0010301,D016135,0060225
4586,Cryptorchidism,3303,0000028,D003456,6419
4598,Brachydactyly,3303,0001156,D059327,6419
4610,Tetralogy of Fallot,3303,0001636,D013771,6419
4622,Cryptorchidism,65759,0000028,D003456,0060234
4624,Brachydactyly,65759,0001156,D059327,0060234
4626,Syndactyly,65759,0001159,D013576,0060234
4628,Intellectual disability,65759,0001249,D008607,0060234
4630,Obesity,65759,0001513,D009765,0060234
4632,Talipes,65759,0001883,D000070558,0060234
4634,Hernia,65759,0100790,D006547,0060234
4636,Scoliosis,65759,0002650,D012600,0060234
4638,Kyphosis,65759,0002808,D007738,0060234
4640,Genu valgum,65759,0002857,D056304,0060234
4642,Polydactyly,65759,0010442,D017689,0060234
4644,Cryptorchidism,861,0000028,D003456,2908
4648,Rectovaginal fistula,861,0000143,D012006,2908
4652,Glossoptosis,861,0000162,D065710,2908
4656,Cleft palate,861,0000175,D002972,2908
4660,Retrognathia,861,0000278,D063173,2908
4664,Hypertelorism,861,0000316,D006972,2908
4668,Cleft lip,861,0410030,D002971,2908
4672,Choanal atresia,861,0000453,D002754,2908
4676,Strabismus,861,0000486,D013285,2908
4680,Cataract,861,0000518,D002386,2908
4684,Coloboma,861,0000589,D003103,2908
4688,Blepharospasm,861,0000643,D001764,2908
4692,Dystonia,861,0001332,D004421,2908
4696,Failure to thrive,861,0001508,D005183,2908
4700,Encephalocele,861,0002084,D004677,2908
4704,Respiratory insufficiency,861,0002093,D012131,2908
4708,Rectal fistula,861,0100590,D012003,2908
4712,Aphasia,861,0002381,D001037,2908
4716,Intestinal fistula,861,0100819,D007412,2908
4720,Tracheoesophageal fistula,861,0002575,D014138,2908
4724,Vaginal fistula,861,0004320,D014624,2908
4728,Open bite,861,0010807,D024343,2908
4732,Cryptorchidism,79239,0000028,D003456,0111459
4733,Amenorrhea,79239,0000141,D000568,0111459
4734,Cataract,79239,0000518,D002386,0111459
4735,Depression,79239,0000716,D003863,0111459
4736,Anxiety,79239,0000739,D001007,0111459
4737,Infertility,79239,0000789,D007246,0111459
4738,Oligomenorrhea,79239,0000876,D009839,0111459
4739,Osteoporosis,79239,0000939,D010024,0111459
4740,Jaundice,79239,0000952,D007565,0111459
4741,Intellectual disability,79239,0001249,D008607,0111459
4742,Ataxia,79239,0001251,D001259,0111459
4743,Lethargy,79239,0001254,D053609,0111459
4744,Dysarthria,79239,0001260,D004401,0111459
4745,Dystonia,79239,0001332,D004421,0111459
4746,Tremor,79239,0001337,D014202,0111459
4747,Cholestasis,79239,0001396,D002779,0111459
4748,Ascites,79239,0001541,D001201,0111459
4749,Hypoglycemia,79239,0001943,D007003,0111459
4750,Vomiting,79239,0002013,D014839,0111459
4751,Diarrhea,79239,0002014,D003967,0111459
4752,Hepatomegaly,79239,0002240,D006529,0111459
4753,Sepsis,79239,0100806,D018805,0111459
4754,Food intolerance,79239,0012537,D000073923,0111459
4755,Cryptorchidism,85173,0000028,D003456,0050885
4757,Hypospadias,85173,0000047,D007021,0050885
4759,Hydronephrosis,85173,0000126,D006869,0050885
4761,Hypogonadism,85173,0000135,D007006,0050885
4763,Cryptorchidism,910,0000028,D003456,0050427
4770,Hypogonadism,910,0000135,D007006,0050427
4777,Microcephaly,910,0000252,D008831,0050427
4784,Strabismus,910,0000486,D013285,0050427
4791,Keratitis,910,0000491,D007634,0050427
4798,Blepharitis,910,0000498,D001762,0050427
4805,Cataract,910,0000518,D002386,0050427
4812,Photophobia,910,0000613,D020795,0050427
4819,Entropion,910,0000621,D004774,0050427
4826,Optic atrophy,910,0000648,D009896,0050427
4833,Ectropion,910,0000656,D004483,0050427
4840,Pterygium,910,0001059,D011625,0050427
4847,Intellectual disability,910,0001249,D008607,0050427
4854,Ataxia,910,0001251,D001259,0050427
4861,Failure to thrive,910,0001508,D005183,0050427
4868,Alopecia,910,0001596,D000505,0050427
4875,Fever,910,0001945,D005334,0050427
4882,Hyperostosis,910,0100774,D015576,0050427
4889,Arthralgia,910,0002829,D018771,0050427
4896,Melanoma,910,0002861,D008545,0050427
4903,Nevus,910,0003764,D009506,0050427
4910,Corneal opacity,910,0007957,D003318,0050427
4917,Erythema,910,0010783,D004890,0050427
4924,Fatigue,910,0012378,D005221,0050427
4931,Pain,910,0012531,D010146,0050427
4938,Papilloma,910,0012740,D010212,0050427
4945,Cryptorchidism,3144,0000028,D003456,0050775
4947,Cleft palate,3144,0000175,D002972,0050775
4949,Edema,3144,0000969,D004487,0050775
4951,Lymphedema,3144,0001004,D008209,0050775
4953,Polyhydramnios,3144,0001561,D006831,0050775
4955,Cryptorchidism,193,0000028,D003456,0111590
4956,Gingival overgrowth,193,0000212,D019214,0111590
4957,Microcephaly,193,0000252,D008831,0111590
4958,Strabismus,193,0000486,D013285,0111590
4959,Myopia,193,0000545,D009216,0111590
4960,Coloboma,193,0000589,D003103,0111590
4961,Optic atrophy,193,0000648,D009896,0111590
4962,Syndactyly,193,0001159,D013576,0111590
4963,Arachnodactyly,193,0001166,D054119,0111590
4964,Intellectual disability,193,0001249,D008607,0111590
4965,Failure to thrive,193,0001508,D005183,0111590
4966,Obesity,193,0001513,D009765,0111590
4967,Mitral valve prolapse,193,0001634,D008945,0111590
4968,Neutropenia,193,0001875,D009503,0111590
4969,Scoliosis,193,0002650,D012600,0111590
4970,Kyphosis,193,0002808,D007738,0111590
4971,Genu valgum,193,0002857,D056304,0111590
4972,Cryptorchidism,1340,0000028,D003456,0060233
4976,Hydronephrosis,1340,0000126,D006869,0060233
4980,Cleft palate,1340,0000175,D002972,0060233
4984,Hydrocephalus,1340,0000238,D006849,0060233
4988,Hypertelorism,1340,0000316,D006972,0060233
4992,Strabismus,1340,0000486,D013285,0060233
4996,Myopia,1340,0000545,D009216,0060233
5000,Optic atrophy,1340,0000648,D009896,0060233
5004,Edema,1340,0000969,D004487,0060233
5008,Cutis laxa,1340,0000973,D003483,0060233
5012,Lymphedema,1340,0001004,D008209,0060233
5016,Hemangioma,1340,0001028,D006391,0060233
5020,Intellectual disability,1340,0001249,D008607,0060233
5024,Dysarthria,1340,0001260,D004401,0060233
5028,Failure to thrive,1340,0001508,D005183,0060233
5032,Premature birth,1340,0001622,D047928,0060233
5036,Scoliosis,1340,0002650,D012600,0060233
5040,Genu valgum,1340,0002857,D056304,0060233
5044,Ichthyosis,1340,0008064,D007057,0060233
5048,Cryptorchidism,3255,0000028,D003456,0112194
5049,Microcephaly,3255,0000252,D008831,0112194
5050,Optic atrophy,3255,0000648,D009896,0112194
5051,Syndactyly,3255,0001159,D013576,0112194
5052,Intellectual disability,3255,0001249,D008607,0112194
5053,Dystonia,3255,0001332,D004421,0112194
5054,Mutism,3255,0002300,D009155,0112194
5055,Aphasia,3255,0002381,D001037,0112194
5056,Echolalia,3255,0010529,D004454,0112194
5057,Paraplegia,3255,0010550,D010264,0112194
5058,Cryptorchidism,2308,0000028,D003456,0111723
5059,Hydronephrosis,2308,0000126,D006869,0111723
5060,Hypertelorism,2308,0000316,D006972,0111723
5061,Facial asymmetry,2308,0000324,D005146,0111723
5062,Strabismus,2308,0000486,D013285,0111723
5063,Cataract,2308,0000518,D002386,0111723
5064,Coloboma,2308,0000589,D003103,0111723
5065,Ectropion,2308,0000656,D004483,0111723
5066,Eczema,2308,0000964,D004485,0111723
5067,Syndactyly,2308,0001159,D013576,0111723
5068,Intellectual disability,2308,0001249,D008607,0111723
5069,Agenesis of corpus callosum,2308,0001274,D061085,0111723
5070,Lissencephaly,2308,0001339,D054082,0111723
5071,Premature birth,2308,0001622,D047928,0111723
5072,Aortic valve stenosis,2308,0001650,D001024,0111723
5073,Annular pancreas,2308,0001734,C536376,0111723
5074,Thrombocytopenia,2308,0001873,D013921,0111723
5075,Talipes,2308,0001883,D000070558,0111723
5076,Constipation,2308,0002019,D003248,0111723
5077,Pyloric stenosis,2308,0002021,D011707,0111723
5078,Schizophrenia,2308,0100753,D012559,0111723
5079,Mania,2308,0100754,D000087122,0111723
5080,Hernia,2308,0100790,D006547,0111723
5081,Scoliosis,2308,0002650,D012600,0111723
5082,Hip dislocation,2308,0002827,D006617,0111723
5083,Spinal dysraphism,2308,0010301,D016135,0111723
5084,Polydactyly,2308,0010442,D017689,0111723
5085,Intestinal atresia,2308,0011100,D007409,0111723
5086,Cryptorchidism,2241,0000028,D003456,0060610
5090,Polyhydramnios,2241,0001561,D006831,0060610
5094,Hernia,2241,0100790,D006547,0060610
5098,Sepsis,2241,0100806,D018805,0060610
5102,Microcolon,2241,0004388,C562563,0060610
5106,Cryptorchidism,289,0000028,D003456,12714
5110,Epispadias,289,0000039,D004842,12714
5114,Hypospadias,289,0000047,D007021,12714
5118,Strabismus,289,0000486,D013285,12714
5122,Intellectual disability,289,0001249,D008607,12714
5126,Failure to thrive,289,0001508,D005183,12714
5130,Dextrocardia,289,0001651,D003914,12714
5134,Leukemia,289,0001909,D007938,12714
5138,Emphysema,289,0002097,D004646,12714
5142,Genu valgum,289,0002857,D056304,12714
5146,Polydactyly,289,0010442,D017689,12714
5150,Cryptorchidism,2322,0000028,D003456,0060473
5152,Hypospadias,2322,0000047,D007021,0060473
5154,Hydronephrosis,2322,0000126,D006869,0060473
5156,Cleft palate,2322,0000175,D002972,0060473
5158,Hydrocephalus,2322,0000238,D006849,0060473
5160,Microcephaly,2322,0000252,D008831,0060473
5162,Strabismus,2322,0000486,D013285,0060473
5164,Coloboma,2322,0000589,D003103,0060473
5166,Ectropion,2322,0000656,D004483,0060473
5168,Failure to thrive,2322,0001508,D005183,0060473
5170,Obesity,2322,0001513,D009765,0060473
5172,Hernia,2322,0100790,D006547,0060473
5174,Scoliosis,2322,0002650,D012600,0060473
5176,Hip dislocation,2322,0002827,D006617,0060473
5178,Ureteral obstruction,2322,0006000,D014517,0060473
5180,Cryptorchidism,33364,0000028,D003456,0111866
5187,Gonadal dysgenesis,33364,0000133,D006059,0111866
5194,Microcephaly,33364,0000252,D008831,0111866
5201,Retrognathia,33364,0000278,D063173,0111866
5208,Hypertelorism,33364,0000316,D006972,0111866
5215,Astigmatism,33364,0000483,D001251,0111866
5222,Strabismus,33364,0000486,D013285,0111866
5229,Keratitis,33364,0000491,D007634,0111866
5236,Conjunctivitis,33364,0000509,D003231,0111866
5243,Cataract,33364,0000518,D002386,0111866
5250,Myopia,33364,0000545,D009216,0111866
5257,Retinal degeneration,33364,0000546,D012162,0111866
5264,Esotropia,33364,0000565,D004948,0111866
